 "s" , "viafid" ,
 "http://data.cervantesvirtual.com/person/3065" , "http://viaf.org/viaf/109503898" ,
 "http://data.cervantesvirtual.com/person/30653" , "http://viaf.org/viaf/56764628" ,
 "http://data.cervantesvirtual.com/person/3066" , "http://viaf.org/viaf/92476130" ,
 "http://data.cervantesvirtual.com/person/30661" , "http://viaf.org/viaf/14314294" ,
 "http://data.cervantesvirtual.com/person/30662" , "http://viaf.org/viaf/120161111" ,
 "http://data.cervantesvirtual.com/person/3067" , "http://viaf.org/viaf/100192367" ,
 "http://data.cervantesvirtual.com/person/30671" , "http://viaf.org/viaf/34495188" ,
 "http://data.cervantesvirtual.com/person/30681" , "http://viaf.org/viaf/12591670" ,
 "http://data.cervantesvirtual.com/person/30682" , "http://viaf.org/viaf/20025602" ,
 "http://data.cervantesvirtual.com/person/30685" , "http://viaf.org/viaf/102346399" ,
 "http://data.cervantesvirtual.com/person/307" , "http://viaf.org/viaf/100906293" ,
 "http://data.cervantesvirtual.com/person/30716" , "http://viaf.org/viaf/59132275" ,
 "http://data.cervantesvirtual.com/person/30719" , "http://viaf.org/viaf/186314094" ,
 "http://data.cervantesvirtual.com/person/3074" , "http://viaf.org/viaf/12462224" ,
 "http://data.cervantesvirtual.com/person/30760" , "http://viaf.org/viaf/19710661" ,
 "http://data.cervantesvirtual.com/person/30762" , "http://viaf.org/viaf/26942822" ,
 "http://data.cervantesvirtual.com/person/30768" , "http://viaf.org/viaf/100861564" ,
 "http://data.cervantesvirtual.com/person/30772" , "http://viaf.org/viaf/73884998" ,
 "http://data.cervantesvirtual.com/person/30782" , "http://viaf.org/viaf/69148135" ,
 "http://data.cervantesvirtual.com/person/30783" , "http://viaf.org/viaf/315089177" ,
 "http://data.cervantesvirtual.com/person/30791" , "http://viaf.org/viaf/47856369" ,
 "http://data.cervantesvirtual.com/person/30794" , "http://viaf.org/viaf/36933174" ,
 "http://data.cervantesvirtual.com/person/308" , "http://viaf.org/viaf/5361948" ,
 "http://data.cervantesvirtual.com/person/30800" , "http://viaf.org/viaf/9847360" ,
 "http://data.cervantesvirtual.com/person/30804" , "http://viaf.org/viaf/32782260" ,
 "http://data.cervantesvirtual.com/person/30806" , "http://viaf.org/viaf/88920281" ,
 "http://data.cervantesvirtual.com/person/30809" , "http://viaf.org/viaf/46334518" ,
 "http://data.cervantesvirtual.com/person/30816" , "http://viaf.org/viaf/9846589" ,
 "http://data.cervantesvirtual.com/person/3082" , "http://viaf.org/viaf/277234278" ,
 "http://data.cervantesvirtual.com/person/30821" , "http://viaf.org/viaf/59458735" ,
 "http://data.cervantesvirtual.com/person/30823" , "http://viaf.org/viaf/86989481" ,
 "http://data.cervantesvirtual.com/person/30824" , "http://viaf.org/viaf/12655975" ,
 "http://data.cervantesvirtual.com/person/30825" , "http://viaf.org/viaf/71298703" ,
 "http://data.cervantesvirtual.com/person/30826" , "http://viaf.org/viaf/304164642" ,
 "http://data.cervantesvirtual.com/person/30827" , "http://viaf.org/viaf/107548774" ,
 "http://data.cervantesvirtual.com/person/30829" , "http://viaf.org/viaf/87158456" ,
 "http://data.cervantesvirtual.com/person/30832" , "http://viaf.org/viaf/99047191" ,
 "http://data.cervantesvirtual.com/person/30833" , "http://viaf.org/viaf/64382573" ,
 "http://data.cervantesvirtual.com/person/30837" , "http://viaf.org/viaf/17260670" ,
 "http://data.cervantesvirtual.com/person/3084" , "http://viaf.org/viaf/106969287" ,
 "http://data.cervantesvirtual.com/person/30843" , "http://viaf.org/viaf/61575995" ,
 "http://data.cervantesvirtual.com/person/30854" , "http://viaf.org/viaf/210376432" ,
 "http://data.cervantesvirtual.com/person/30856" , "http://viaf.org/viaf/109506523" ,
 "http://data.cervantesvirtual.com/person/3086" , "http://viaf.org/viaf/111342772" ,
 "http://data.cervantesvirtual.com/person/30868" , "http://viaf.org/viaf/109503769" ,
 "http://data.cervantesvirtual.com/person/30878" , "http://viaf.org/viaf/9867536" ,
 "http://data.cervantesvirtual.com/person/80637" , "http://viaf.org/viaf/9867536" ,
 "http://data.cervantesvirtual.com/person/30879" , "http://viaf.org/viaf/27345376" ,
 "http://data.cervantesvirtual.com/person/30881" , "http://viaf.org/viaf/37717277" ,
 "http://data.cervantesvirtual.com/person/30883" , "http://viaf.org/viaf/98817698" ,
 "http://data.cervantesvirtual.com/person/30893" , "http://viaf.org/viaf/10068135" ,
 "http://data.cervantesvirtual.com/person/30902" , "http://viaf.org/viaf/74235581" ,
 "http://data.cervantesvirtual.com/person/30904" , "http://viaf.org/viaf/36933811" ,
 "http://data.cervantesvirtual.com/person/30905" , "http://viaf.org/viaf/18468421" ,
 "http://data.cervantesvirtual.com/person/30907" , "http://viaf.org/viaf/51743637" ,
 "http://data.cervantesvirtual.com/person/3092" , "http://viaf.org/viaf/9863592" ,
 "http://data.cervantesvirtual.com/person/30924" , "http://viaf.org/viaf/12427453" ,
 "http://data.cervantesvirtual.com/person/30925" , "http://viaf.org/viaf/79024887" ,
 "http://data.cervantesvirtual.com/person/30938" , "http://viaf.org/viaf/68995855" ,
 "http://data.cervantesvirtual.com/person/3094" , "http://viaf.org/viaf/17217793" ,
 "http://data.cervantesvirtual.com/person/30953" , "http://viaf.org/viaf/84198698" ,
 "http://data.cervantesvirtual.com/person/30962" , "http://viaf.org/viaf/23458967" ,
 "http://data.cervantesvirtual.com/person/30965" , "http://viaf.org/viaf/81825265" ,
 "http://data.cervantesvirtual.com/person/30966" , "http://viaf.org/viaf/64223568" ,
 "http://data.cervantesvirtual.com/person/30972" , "http://viaf.org/viaf/54239923" ,
 "http://data.cervantesvirtual.com/person/30974" , "http://viaf.org/viaf/102347787" ,
 "http://data.cervantesvirtual.com/person/30979" , "http://viaf.org/viaf/9436681" ,
 "http://data.cervantesvirtual.com/person/30981" , "http://viaf.org/viaf/86741109" ,
 "http://data.cervantesvirtual.com/person/30987" , "http://viaf.org/viaf/31329882" ,
 "http://data.cervantesvirtual.com/person/31" , "http://viaf.org/viaf/64018425" ,
 "http://data.cervantesvirtual.com/person/310" , "http://viaf.org/viaf/89135030" ,
 "http://data.cervantesvirtual.com/person/31000" , "http://viaf.org/viaf/34451872" ,
 "http://data.cervantesvirtual.com/person/31001" , "http://viaf.org/viaf/4969350" ,
 "http://data.cervantesvirtual.com/person/31028" , "http://viaf.org/viaf/17575244" ,
 "http://data.cervantesvirtual.com/person/31029" , "http://viaf.org/viaf/17276596" ,
 "http://data.cervantesvirtual.com/person/31035" , "http://viaf.org/viaf/100015487" ,
 "http://data.cervantesvirtual.com/person/3107" , "http://viaf.org/viaf/49272577" ,
 "http://data.cervantesvirtual.com/person/3108" , "http://viaf.org/viaf/100251436" ,
 "http://data.cervantesvirtual.com/person/3109" , "http://viaf.org/viaf/41909928" ,
 "http://data.cervantesvirtual.com/person/311" , "http://viaf.org/viaf/46758461" ,
 "http://data.cervantesvirtual.com/person/31125" , "http://viaf.org/viaf/35240487" ,
 "http://data.cervantesvirtual.com/person/31135" , "http://viaf.org/viaf/17556463" ,
 "http://data.cervantesvirtual.com/person/31140" , "http://viaf.org/viaf/4953994" ,
 "http://data.cervantesvirtual.com/person/31144" , "http://viaf.org/viaf/7400690" ,
 "http://data.cervantesvirtual.com/person/31153" , "http://viaf.org/viaf/30271804" ,
 "http://data.cervantesvirtual.com/person/31155" , "http://viaf.org/viaf/39649504" ,
 "http://data.cervantesvirtual.com/person/31156" , "http://viaf.org/viaf/42237497" ,
 "http://data.cervantesvirtual.com/person/31159" , "http://viaf.org/viaf/32115433" ,
 "http://data.cervantesvirtual.com/person/3116" , "http://viaf.org/viaf/120704738" ,
 "http://data.cervantesvirtual.com/person/31169" , "http://viaf.org/viaf/61984389" ,
 "http://data.cervantesvirtual.com/person/31172" , "http://viaf.org/viaf/20781603" ,
 "http://data.cervantesvirtual.com/person/3118" , "http://viaf.org/viaf/88022964" ,
 "http://data.cervantesvirtual.com/person/31187" , "http://viaf.org/viaf/84380813" ,
 "http://data.cervantesvirtual.com/person/3121" , "http://viaf.org/viaf/27291654" ,
 "http://data.cervantesvirtual.com/person/31218" , "http://viaf.org/viaf/305869081" ,
 "http://data.cervantesvirtual.com/person/3123" , "http://viaf.org/viaf/73904865" ,
 "http://data.cervantesvirtual.com/person/31231" , "http://viaf.org/viaf/7387983" ,
 "http://data.cervantesvirtual.com/person/31245" , "http://viaf.org/viaf/71552477" ,
 "http://data.cervantesvirtual.com/person/31258" , "http://viaf.org/viaf/39731584" ,
 "http://data.cervantesvirtual.com/person/31266" , "http://viaf.org/viaf/98895968" ,
 "http://data.cervantesvirtual.com/person/31283" , "http://viaf.org/viaf/79200200" ,
 "http://data.cervantesvirtual.com/person/31297" , "http://viaf.org/viaf/87721237" ,
 "http://data.cervantesvirtual.com/person/31304" , "http://viaf.org/viaf/100900471" ,
 "http://data.cervantesvirtual.com/person/31305" , "http://viaf.org/viaf/2479682" ,
 "http://data.cervantesvirtual.com/person/31347" , "http://viaf.org/viaf/56469891" ,
 "http://data.cervantesvirtual.com/person/31349" , "http://viaf.org/viaf/86958675" ,
 "http://data.cervantesvirtual.com/person/36078" , "http://viaf.org/viaf/86958675" ,
 "http://data.cervantesvirtual.com/person/3135" , "http://viaf.org/viaf/19348" ,
 "http://data.cervantesvirtual.com/person/31365" , "http://viaf.org/viaf/77975949" ,
 "http://data.cervantesvirtual.com/person/31386" , "http://viaf.org/viaf/68975784" ,
 "http://data.cervantesvirtual.com/person/31387" , "http://viaf.org/viaf/37070562" ,
 "http://data.cervantesvirtual.com/person/31388" , "http://viaf.org/viaf/36623" ,
 "http://data.cervantesvirtual.com/person/31391" , "http://viaf.org/viaf/169325128" ,
 "http://data.cervantesvirtual.com/person/314" , "http://viaf.org/viaf/36959911" ,
 "http://data.cervantesvirtual.com/person/3140" , "http://viaf.org/viaf/68996238" ,
 "http://data.cervantesvirtual.com/person/31407" , "http://viaf.org/viaf/14957356" ,
 "http://data.cervantesvirtual.com/person/31416" , "http://viaf.org/viaf/6863380" ,
 "http://data.cervantesvirtual.com/person/3143" , "http://viaf.org/viaf/36966812" ,
 "http://data.cervantesvirtual.com/person/31445" , "http://viaf.org/viaf/20428759" ,
 "http://data.cervantesvirtual.com/person/31453" , "http://viaf.org/viaf/115982689" ,
 "http://data.cervantesvirtual.com/person/31455" , "http://viaf.org/viaf/36946788" ,
 "http://data.cervantesvirtual.com/person/31456" , "http://viaf.org/viaf/94890471" ,
 "http://data.cervantesvirtual.com/person/31480" , "http://viaf.org/viaf/77785031" ,
 "http://data.cervantesvirtual.com/person/315" , "http://viaf.org/viaf/95297879" ,
 "http://data.cervantesvirtual.com/person/3156" , "http://viaf.org/viaf/4943079" ,
 "http://data.cervantesvirtual.com/person/31579" , "http://viaf.org/viaf/88958712" ,
 "http://data.cervantesvirtual.com/person/3159" , "http://viaf.org/viaf/34505818" ,
 "http://data.cervantesvirtual.com/person/316" , "http://viaf.org/viaf/49237816" ,
 "http://data.cervantesvirtual.com/person/31604" , "http://viaf.org/viaf/61543231" ,
 "http://data.cervantesvirtual.com/person/31609" , "http://viaf.org/viaf/107535575" ,
 "http://data.cervantesvirtual.com/person/3163" , "http://viaf.org/viaf/108517604" ,
 "http://data.cervantesvirtual.com/person/31636" , "http://viaf.org/viaf/87620920" ,
 "http://data.cervantesvirtual.com/person/31637" , "http://viaf.org/viaf/29573394" ,
 "http://data.cervantesvirtual.com/person/31638" , "http://viaf.org/viaf/93312774" ,
 "http://data.cervantesvirtual.com/person/31639" , "http://viaf.org/viaf/51719206" ,
 "http://data.cervantesvirtual.com/person/31641" , "http://viaf.org/viaf/86621240" ,
 "http://data.cervantesvirtual.com/person/31646" , "http://viaf.org/viaf/30753" ,
 "http://data.cervantesvirtual.com/person/3166" , "http://viaf.org/viaf/49268079" ,
 "http://data.cervantesvirtual.com/person/31660" , "http://viaf.org/viaf/41981261" ,
 "http://data.cervantesvirtual.com/person/31681" , "http://viaf.org/viaf/9870846" ,
 "http://data.cervantesvirtual.com/person/31682" , "http://viaf.org/viaf/69200941" ,
 "http://data.cervantesvirtual.com/person/31691" , "http://viaf.org/viaf/27101145" ,
 "http://data.cervantesvirtual.com/person/31706" , "http://viaf.org/viaf/29636378" ,
 "http://data.cervantesvirtual.com/person/3171" , "http://viaf.org/viaf/50242093" ,
 "http://data.cervantesvirtual.com/person/3172" , "http://viaf.org/viaf/46773268" ,
 "http://data.cervantesvirtual.com/person/31741" , "http://viaf.org/viaf/51773022" ,
 "http://data.cervantesvirtual.com/person/31749" , "http://viaf.org/viaf/75022418" ,
 "http://data.cervantesvirtual.com/person/31768" , "http://viaf.org/viaf/91464" ,
 "http://data.cervantesvirtual.com/person/3177" , "http://viaf.org/viaf/61558336" ,
 "http://data.cervantesvirtual.com/person/31777" , "http://viaf.org/viaf/4983883" ,
 "http://data.cervantesvirtual.com/person/31789" , "http://viaf.org/viaf/3323911" ,
 "http://data.cervantesvirtual.com/person/3179" , "http://viaf.org/viaf/36972395" ,
 "http://data.cervantesvirtual.com/person/31792" , "http://viaf.org/viaf/69872176" ,
 "http://data.cervantesvirtual.com/person/31794" , "http://viaf.org/viaf/19499064" ,
 "http://data.cervantesvirtual.com/person/31825" , "http://viaf.org/viaf/95376039" ,
 "http://data.cervantesvirtual.com/person/31834" , "http://viaf.org/viaf/29587053" ,
 "http://data.cervantesvirtual.com/person/3184" , "http://viaf.org/viaf/44311238" ,
 "http://data.cervantesvirtual.com/person/3185" , "http://viaf.org/viaf/76395827" ,
 "http://data.cervantesvirtual.com/person/31857" , "http://viaf.org/viaf/66806872" ,
 "http://data.cervantesvirtual.com/person/3186" , "http://viaf.org/viaf/35759876" ,
 "http://data.cervantesvirtual.com/person/3187" , "http://viaf.org/viaf/5096148" ,
 "http://data.cervantesvirtual.com/person/31892" , "http://viaf.org/viaf/264344179" ,
 "http://data.cervantesvirtual.com/person/31901" , "http://viaf.org/viaf/46653438" ,
 "http://data.cervantesvirtual.com/person/3191" , "http://viaf.org/viaf/61437092" ,
 "http://data.cervantesvirtual.com/person/31912" , "http://viaf.org/viaf/79254021" ,
 "http://data.cervantesvirtual.com/person/31913" , "http://viaf.org/viaf/59178285" ,
 "http://data.cervantesvirtual.com/person/3192" , "http://viaf.org/viaf/41835355" ,
 "http://data.cervantesvirtual.com/person/31963" , "http://viaf.org/viaf/89410360" ,
 "http://data.cervantesvirtual.com/person/31968" , "http://viaf.org/viaf/29618397" ,
 "http://data.cervantesvirtual.com/person/31982" , "http://viaf.org/viaf/5831351" ,
 "http://data.cervantesvirtual.com/person/31983" , "http://viaf.org/viaf/100191926" ,
 "http://data.cervantesvirtual.com/person/320" , "http://viaf.org/viaf/51731849" ,
 "http://data.cervantesvirtual.com/person/3200" , "http://viaf.org/viaf/22161043" ,
 "http://data.cervantesvirtual.com/person/3202" , "http://viaf.org/viaf/62857861" ,
 "http://data.cervantesvirtual.com/person/32023" , "http://viaf.org/viaf/22192561" ,
 "http://data.cervantesvirtual.com/person/3203" , "http://viaf.org/viaf/30893609" ,
 "http://data.cervantesvirtual.com/person/3204" , "http://viaf.org/viaf/56624362" ,
 "http://data.cervantesvirtual.com/person/32052" , "http://viaf.org/viaf/27092943" ,
 "http://data.cervantesvirtual.com/person/32053" , "http://viaf.org/viaf/69286543" ,
 "http://data.cervantesvirtual.com/person/32055" , "http://viaf.org/viaf/96238619" ,
 "http://data.cervantesvirtual.com/person/32086" , "http://viaf.org/viaf/88158119" ,
 "http://data.cervantesvirtual.com/person/32090" , "http://viaf.org/viaf/49335951" ,
 "http://data.cervantesvirtual.com/person/32110" , "http://viaf.org/viaf/69870502" ,
 "http://data.cervantesvirtual.com/person/32116" , "http://viaf.org/viaf/XX1726613" ,
 "http://data.cervantesvirtual.com/person/32133" , "http://viaf.org/viaf/60758923" ,
 "http://data.cervantesvirtual.com/person/32145" , "http://viaf.org/viaf/71333951" ,
 "http://data.cervantesvirtual.com/person/32171" , "http://viaf.org/viaf/76381292" ,
 "http://data.cervantesvirtual.com/person/32176" , "http://viaf.org/viaf/173447465" ,
 "http://data.cervantesvirtual.com/person/32178" , "http://viaf.org/viaf/34673342" ,
 "http://data.cervantesvirtual.com/person/80935" , "http://viaf.org/viaf/34673342" ,
 "http://data.cervantesvirtual.com/person/32184" , "http://viaf.org/viaf/169937987" ,
 "http://data.cervantesvirtual.com/person/322" , "http://viaf.org/viaf/4940433" ,
 "http://data.cervantesvirtual.com/person/3220" , "http://viaf.org/viaf/13985017" ,
 "http://data.cervantesvirtual.com/person/3222" , "http://viaf.org/viaf/20971405" ,
 "http://data.cervantesvirtual.com/person/32222" , "http://viaf.org/viaf/12419980" ,
 "http://data.cervantesvirtual.com/person/3223" , "http://viaf.org/viaf/12540171" ,
 "http://data.cervantesvirtual.com/person/32270" , "http://viaf.org/viaf/56815428" ,
 "http://data.cervantesvirtual.com/person/32280" , "http://viaf.org/viaf/12346741" ,
 "http://data.cervantesvirtual.com/person/32281" , "http://viaf.org/viaf/73956521" ,
 "http://data.cervantesvirtual.com/person/32283" , "http://viaf.org/viaf/57434136" ,
 "http://data.cervantesvirtual.com/person/32295" , "http://viaf.org/viaf/172748986" ,
 "http://data.cervantesvirtual.com/person/32297" , "http://viaf.org/viaf/12363009" ,
 "http://data.cervantesvirtual.com/person/3230" , "http://viaf.org/viaf/49353649" ,
 "http://data.cervantesvirtual.com/person/32300" , "http://viaf.org/viaf/99897686" ,
 "http://data.cervantesvirtual.com/person/32301" , "http://viaf.org/viaf/84081373" ,
 "http://data.cervantesvirtual.com/person/32309" , "http://viaf.org/viaf/29883880" ,
 "http://data.cervantesvirtual.com/person/3232" , "http://viaf.org/viaf/114374401" ,
 "http://data.cervantesvirtual.com/person/32320" , "http://viaf.org/viaf/24764435" ,
 "http://data.cervantesvirtual.com/person/32327" , "http://viaf.org/viaf/68988246" ,
 "http://data.cervantesvirtual.com/person/32330" , "http://viaf.org/viaf/73194937" ,
 "http://data.cervantesvirtual.com/person/32384" , "http://viaf.org/viaf/101210512" ,
 "http://data.cervantesvirtual.com/person/32391" , "http://viaf.org/viaf/15570296" ,
 "http://data.cervantesvirtual.com/person/32392" , "http://viaf.org/viaf/39275357" ,
 "http://data.cervantesvirtual.com/person/32402" , "http://viaf.org/viaf/76453812" ,
 "http://data.cervantesvirtual.com/person/32423" , "http://viaf.org/viaf/14807656" ,
 "http://data.cervantesvirtual.com/person/32431" , "http://viaf.org/viaf/85060102" ,
 "http://data.cervantesvirtual.com/person/3245" , "http://viaf.org/viaf/54174151" ,
 "http://data.cervantesvirtual.com/person/32453" , "http://viaf.org/viaf/21767449" ,
 "http://data.cervantesvirtual.com/person/32501" , "http://viaf.org/viaf/99338813" ,
 "http://data.cervantesvirtual.com/person/32506" , "http://viaf.org/viaf/15169286" ,
 "http://data.cervantesvirtual.com/person/32508" , "http://viaf.org/viaf/24663685" ,
 "http://data.cervantesvirtual.com/person/3252" , "http://viaf.org/viaf/226805970" ,
 "http://data.cervantesvirtual.com/person/32521" , "http://viaf.org/viaf/54054250" ,
 "http://data.cervantesvirtual.com/person/32527" , "http://viaf.org/viaf/25032959" ,
 "http://data.cervantesvirtual.com/person/32543" , "http://viaf.org/viaf/24714069" ,
 "http://data.cervantesvirtual.com/person/32546" , "http://viaf.org/viaf/20021770" ,
 "http://data.cervantesvirtual.com/person/3257" , "http://viaf.org/viaf/44304512" ,
 "http://data.cervantesvirtual.com/person/32574" , "http://viaf.org/viaf/19885165" ,
 "http://data.cervantesvirtual.com/person/32581" , "http://viaf.org/viaf/157620944" ,
 "http://data.cervantesvirtual.com/person/3259" , "http://viaf.org/viaf/73910127" ,
 "http://data.cervantesvirtual.com/person/32590" , "http://viaf.org/viaf/2614403" ,
 "http://data.cervantesvirtual.com/person/32594" , "http://viaf.org/viaf/102369543" ,
 "http://data.cervantesvirtual.com/person/32596" , "http://viaf.org/viaf/18040323" ,
 "http://data.cervantesvirtual.com/person/32602" , "http://viaf.org/viaf/37012417" ,
 "http://data.cervantesvirtual.com/person/32615" , "http://viaf.org/viaf/79137124" ,
 "http://data.cervantesvirtual.com/person/32630" , "http://viaf.org/viaf/108953469" ,
 "http://data.cervantesvirtual.com/person/32631" , "http://viaf.org/viaf/42143324" ,
 "http://data.cervantesvirtual.com/person/32635" , "http://viaf.org/viaf/294612236" ,
 "http://data.cervantesvirtual.com/person/3265" , "http://viaf.org/viaf/66531750" ,
 "http://data.cervantesvirtual.com/person/32654" , "http://viaf.org/viaf/99326216" ,
 "http://data.cervantesvirtual.com/person/3266" , "http://viaf.org/viaf/13057777" ,
 "http://data.cervantesvirtual.com/person/3267" , "http://viaf.org/viaf/46775630" ,
 "http://data.cervantesvirtual.com/person/32686" , "http://viaf.org/viaf/17573295" ,
 "http://data.cervantesvirtual.com/person/3269" , "http://viaf.org/viaf/84493547" ,
 "http://data.cervantesvirtual.com/person/32699" , "http://viaf.org/viaf/29684700" ,
 "http://data.cervantesvirtual.com/person/32707" , "http://viaf.org/viaf/76206519" ,
 "http://data.cervantesvirtual.com/person/32710" , "http://viaf.org/viaf/42003022" ,
 "http://data.cervantesvirtual.com/person/32712" , "http://viaf.org/viaf/27160169" ,
 "http://data.cervantesvirtual.com/person/3272" , "http://viaf.org/viaf/4938813" ,
 "http://data.cervantesvirtual.com/person/3273" , "http://viaf.org/viaf/73899103" ,
 "http://data.cervantesvirtual.com/person/32741" , "http://viaf.org/viaf/28402483" ,
 "http://data.cervantesvirtual.com/person/32755" , "http://viaf.org/viaf/7486612" ,
 "http://data.cervantesvirtual.com/person/32757" , "http://viaf.org/viaf/90726163" ,
 "http://data.cervantesvirtual.com/person/32767" , "http://viaf.org/viaf/59386428" ,
 "http://data.cervantesvirtual.com/person/3278" , "http://viaf.org/viaf/94645792" ,
 "http://data.cervantesvirtual.com/person/328" , "http://viaf.org/viaf/89794074" ,
 "http://data.cervantesvirtual.com/person/32818" , "http://viaf.org/viaf/98553379" ,
 "http://data.cervantesvirtual.com/person/32824" , "http://viaf.org/viaf/87949476" ,
 "http://data.cervantesvirtual.com/person/32841" , "http://viaf.org/viaf/68851073" ,
 "http://data.cervantesvirtual.com/person/32848" , "http://viaf.org/viaf/24095157" ,
 "http://data.cervantesvirtual.com/person/3285" , "http://viaf.org/viaf/2465246" ,
 "http://data.cervantesvirtual.com/person/32859" , "http://viaf.org/viaf/23031996" ,
 "http://data.cervantesvirtual.com/person/32876" , "http://viaf.org/viaf/19730749" ,
 "http://data.cervantesvirtual.com/person/329" , "http://viaf.org/viaf/51722780" ,
 "http://data.cervantesvirtual.com/person/32917" , "http://viaf.org/viaf/66552499" ,
 "http://data.cervantesvirtual.com/person/32934" , "http://viaf.org/viaf/16139300" ,
 "http://data.cervantesvirtual.com/person/3295" , "http://viaf.org/viaf/79018087" ,
 "http://data.cervantesvirtual.com/person/3296" , "http://viaf.org/viaf/109389797" ,
 "http://data.cervantesvirtual.com/person/32986" , "http://viaf.org/viaf/168916989" ,
 "http://data.cervantesvirtual.com/person/33" , "http://viaf.org/viaf/71410464" ,
 "http://data.cervantesvirtual.com/person/330" , "http://viaf.org/viaf/100187561" ,
 "http://data.cervantesvirtual.com/person/3301" , "http://viaf.org/viaf/54234356" ,
 "http://data.cervantesvirtual.com/person/3302" , "http://viaf.org/viaf/46755923" ,
 "http://data.cervantesvirtual.com/person/33064" , "http://viaf.org/viaf/86983337" ,
 "http://data.cervantesvirtual.com/person/3307" , "http://viaf.org/viaf/54185176" ,
 "http://data.cervantesvirtual.com/person/3309" , "http://viaf.org/viaf/46793082" ,
 "http://data.cervantesvirtual.com/person/3311" , "http://viaf.org/viaf/113276239" ,
 "http://data.cervantesvirtual.com/person/3312" , "http://viaf.org/viaf/209447263" ,
 "http://data.cervantesvirtual.com/person/3315" , "http://viaf.org/viaf/182623053" ,
 "http://data.cervantesvirtual.com/person/332" , "http://viaf.org/viaf/39409953" ,
 "http://data.cervantesvirtual.com/person/33204" , "http://viaf.org/viaf/1094658" ,
 "http://data.cervantesvirtual.com/person/3321" , "http://viaf.org/viaf/95937759" ,
 "http://data.cervantesvirtual.com/person/3322" , "http://viaf.org/viaf/54276186" ,
 "http://data.cervantesvirtual.com/person/33235" , "http://viaf.org/viaf/86979699" ,
 "http://data.cervantesvirtual.com/person/33292" , "http://viaf.org/viaf/11411310" ,
 "http://data.cervantesvirtual.com/person/333" , "http://viaf.org/viaf/56682317" ,
 "http://data.cervantesvirtual.com/person/3331" , "http://viaf.org/viaf/94145304" ,
 "http://data.cervantesvirtual.com/person/3335" , "http://viaf.org/viaf/113256320" ,
 "http://data.cervantesvirtual.com/person/33381" , "http://viaf.org/viaf/29879058" ,
 "http://data.cervantesvirtual.com/person/3341" , "http://viaf.org/viaf/2539806" ,
 "http://data.cervantesvirtual.com/person/33460" , "http://viaf.org/viaf/59162623" ,
 "http://data.cervantesvirtual.com/person/33469" , "http://viaf.org/viaf/46816612" ,
 "http://data.cervantesvirtual.com/person/33477" , "http://viaf.org/viaf/8997297" ,
 "http://data.cervantesvirtual.com/person/33523" , "http://viaf.org/viaf/8575836" ,
 "http://data.cervantesvirtual.com/person/33528" , "http://viaf.org/viaf/87664259" ,
 "http://data.cervantesvirtual.com/person/3353" , "http://viaf.org/viaf/109577321" ,
 "http://data.cervantesvirtual.com/person/33549" , "http://viaf.org/viaf/99483029" ,
 "http://data.cervantesvirtual.com/person/3355" , "http://viaf.org/viaf/95214151" ,
 "http://data.cervantesvirtual.com/person/3358" , "http://viaf.org/viaf/7475794" ,
 "http://data.cervantesvirtual.com/person/33594" , "http://viaf.org/viaf/120714966" ,
 "http://data.cervantesvirtual.com/person/336" , "http://viaf.org/viaf/41957137" ,
 "http://data.cervantesvirtual.com/person/33607" , "http://viaf.org/viaf/12639729" ,
 "http://data.cervantesvirtual.com/person/33617" , "http://viaf.org/viaf/44334635" ,
 "http://data.cervantesvirtual.com/person/33622" , "http://viaf.org/viaf/44304596" ,
 "http://data.cervantesvirtual.com/person/33635" , "http://viaf.org/viaf/109503058" ,
 "http://data.cervantesvirtual.com/person/33640" , "http://viaf.org/viaf/44314314" ,
 "http://data.cervantesvirtual.com/person/33646" , "http://viaf.org/viaf/100397979" ,
 "http://data.cervantesvirtual.com/person/33658" , "http://viaf.org/viaf/51684744" ,
 "http://data.cervantesvirtual.com/person/33666" , "http://viaf.org/viaf/15155991" ,
 "http://data.cervantesvirtual.com/person/33672" , "http://viaf.org/viaf/35362824" ,
 "http://data.cervantesvirtual.com/person/33676" , "http://viaf.org/viaf/103645951" ,
 "http://data.cervantesvirtual.com/person/33681" , "http://viaf.org/viaf/79043238" ,
 "http://data.cervantesvirtual.com/person/33682" , "http://viaf.org/viaf/73848553" ,
 "http://data.cervantesvirtual.com/person/3369" , "http://viaf.org/viaf/100330462" ,
 "http://data.cervantesvirtual.com/person/33691" , "http://viaf.org/viaf/80600137" ,
 "http://data.cervantesvirtual.com/person/33698" , "http://viaf.org/viaf/112880948" ,
 "http://data.cervantesvirtual.com/person/33701" , "http://viaf.org/viaf/87619051" ,
 "http://data.cervantesvirtual.com/person/33707" , "http://viaf.org/viaf/77774408" ,
 "http://data.cervantesvirtual.com/person/33709" , "http://viaf.org/viaf/22413998" ,
 "http://data.cervantesvirtual.com/person/3371" , "http://viaf.org/viaf/83309889" ,
 "http://data.cervantesvirtual.com/person/33713" , "http://viaf.org/viaf/19761294" ,
 "http://data.cervantesvirtual.com/person/33714" , "http://viaf.org/viaf/93769886" ,
 "http://data.cervantesvirtual.com/person/33715" , "http://viaf.org/viaf/20919211" ,
 "http://data.cervantesvirtual.com/person/33718" , "http://viaf.org/viaf/60411355" ,
 "http://data.cervantesvirtual.com/person/33719" , "http://viaf.org/viaf/68955242" ,
