s,sLabel
http://www.wikidata.org/entity/Q3068447,Feo Belcari
http://www.wikidata.org/entity/Q3126999,Johannes Sapidus
http://www.wikidata.org/entity/Q3103265,Georges Normandy
http://www.wikidata.org/entity/Q2975549,Clarence Comeau
http://www.wikidata.org/entity/Q2976814,Claude-Nicolas Chatillon
http://www.wikidata.org/entity/Q2958547,Charles Beys
http://www.wikidata.org/entity/Q3009168,Cyrille Rigaud
http://www.wikidata.org/entity/Q3052984,Emmanuelle Pireyre
http://www.wikidata.org/entity/Q2976825,Claude-Pierre Patu
http://www.wikidata.org/entity/Q2965795,Christiane Saleh
http://www.wikidata.org/entity/Q3105543,Gil Pidoux
http://www.wikidata.org/entity/Q3102309,Georges Blanchard
http://www.wikidata.org/entity/Q3036224,Donato Placido
http://www.wikidata.org/entity/Q2958713,Charles Charras
http://www.wikidata.org/entity/Q3119575,Guilielmus Zeebots
http://www.wikidata.org/entity/Q3082016,Francisque Tapon-Fougas
http://www.wikidata.org/entity/Q2965416,Christian Lemarcis
http://www.wikidata.org/entity/Q2958162,Charles-Joseph Loeillard d'Avrigny
http://www.wikidata.org/entity/Q2966235,Christophe Forgeot
http://www.wikidata.org/entity/Q3049296,Ehrenfried Stoeber
http://www.wikidata.org/entity/Q3034912,Dominique-Alexandre Parodi
http://www.wikidata.org/entity/Q3067300,Faubert Bolivar
http://www.wikidata.org/entity/Q3047930,Edmond Mordret
http://www.wikidata.org/entity/Q3047791,Edmond Cottinet
http://www.wikidata.org/entity/Q3093685,Gabriel Cousin
http://www.wikidata.org/entity/Q3093985,Gabriel Trarieux
http://www.wikidata.org/entity/Q2976978,Claude Ber
http://www.wikidata.org/entity/Q317040,Vazha-Pshavela
http://www.wikidata.org/entity/Q318457,Abel Herzberg
http://www.wikidata.org/entity/Q321684,"Joseph Alexandre Pierre de Ségur, Viscount of Ségur"
http://www.wikidata.org/entity/Q324427,Edmond Fleg
http://www.wikidata.org/entity/Q336189,Thomas Dekker
http://www.wikidata.org/entity/Q336467,Philippe Soupault
http://www.wikidata.org/entity/Q345926,Teófilo Braga
http://www.wikidata.org/entity/Q348001,Rainis
http://www.wikidata.org/entity/Q349507,Apostolo Zeno
http://www.wikidata.org/entity/Q353873,Francis Jammes
http://www.wikidata.org/entity/Q354505,Yakov Knyazhnin
http://www.wikidata.org/entity/Q359563,Justinas Marcinkevičius
http://www.wikidata.org/entity/Q360383,Gil Vicente
http://www.wikidata.org/entity/Q365423,Camilo Castelo Branco
http://www.wikidata.org/entity/Q333632,Chico Buarque
http://www.wikidata.org/entity/Q344865,Thomas Middleton
http://www.wikidata.org/entity/Q321660,John Gay
http://www.wikidata.org/entity/Q340016,Denis Johnson
http://www.wikidata.org/entity/Q315885,Denís Fonvizin
http://www.wikidata.org/entity/Q326546,Josef Kainar
http://www.wikidata.org/entity/Q327021,Albert Delpit
http://www.wikidata.org/entity/Q331855,"Elizabeth Cary, Lady Falkland"
http://www.wikidata.org/entity/Q336101,"George Villiers, II duque de Buckingham"
http://www.wikidata.org/entity/Q340122,Cyprian Kamil Norwid
http://www.wikidata.org/entity/Q351132,Leandro Fernández de Moratín
http://www.wikidata.org/entity/Q354373,Népomucène Lemercier
http://www.wikidata.org/entity/Q357821,Guo Moruo
http://www.wikidata.org/entity/Q342720,George Chapman
http://www.wikidata.org/entity/Q317142,Leonardo Sciascia
http://www.wikidata.org/entity/Q321426,Antonio Coello
http://www.wikidata.org/entity/Q323454,Abraham Alewijn
http://www.wikidata.org/entity/Q326760,Lev Blatný
http://www.wikidata.org/entity/Q327113,Josef Linda
http://www.wikidata.org/entity/Q327275,Tadeusz Różewicz
http://www.wikidata.org/entity/Q328118,Girolamo Baruffaldi
http://www.wikidata.org/entity/Q333873,Valentín Kataev
http://www.wikidata.org/entity/Q337443,Thomas Norton
http://www.wikidata.org/entity/Q352725,Richard Brinsley Sheridan
http://www.wikidata.org/entity/Q353777,Josef Topol
http://www.wikidata.org/entity/Q361456,Claude-Joseph Dorat
http://www.wikidata.org/entity/Q366325,Frigyes Karinthy
http://www.wikidata.org/entity/Q332088,Miguel Hernández
http://www.wikidata.org/entity/Q331863,José Zorrilla
http://www.wikidata.org/entity/Q327107,Frantíšek Věnceslav Jeřábek
http://www.wikidata.org/entity/Q333892,Artur Adson
http://www.wikidata.org/entity/Q334965,Charles Péguy
http://www.wikidata.org/entity/Q334983,Jules Romains
http://www.wikidata.org/entity/Q343159,Antoine-Marin Lemierre
http://www.wikidata.org/entity/Q346091,Léon Halévy
http://www.wikidata.org/entity/Q348513,W. S. Gilbert
http://www.wikidata.org/entity/Q366464,Aloysius Bertrand
http://www.wikidata.org/entity/Q360079,Eino Leino
http://www.wikidata.org/entity/Q315024,Reinaldo Arenas Fuentes
http://www.wikidata.org/entity/Q315132,Ion Luca Caragiale
http://www.wikidata.org/entity/Q319169,Peter Ackroyd
http://www.wikidata.org/entity/Q322022,Francesco Bracciolini
http://www.wikidata.org/entity/Q328123,Barnabe Barnes
http://www.wikidata.org/entity/Q330024,Abraham Goldfaden
http://www.wikidata.org/entity/Q330573,Samuel Chappuzeau
http://www.wikidata.org/entity/Q331250,Giorgos Viziinos
http://www.wikidata.org/entity/Q334159,Ahmet Kutsi Tecer
http://www.wikidata.org/entity/Q334205,Francesco Maria Piave
http://www.wikidata.org/entity/Q351705,Henrik Arnold Wergeland
http://www.wikidata.org/entity/Q352561,Ihara Saikaku
http://www.wikidata.org/entity/Q353876,Remy de Gourmont
http://www.wikidata.org/entity/Q357811,Thor Vilhjálmsson
http://www.wikidata.org/entity/Q358491,Honoré d'Urfé
http://www.wikidata.org/entity/Q362531,Sigurjón Birgir Sigurðsson
http://www.wikidata.org/entity/Q363375,Publilio Siro
http://www.wikidata.org/entity/Q366296,Hans Aanrud
http://www.wikidata.org/entity/Q331018,Jiří Šotola
http://www.wikidata.org/entity/Q342889,Adam Jerzy Czartoryski
http://www.wikidata.org/entity/Q350781,Cecilio Estacio
http://www.wikidata.org/entity/Q352004,Vasile Alecsandri
http://www.wikidata.org/entity/Q366285,Auguste Villiers de L'Isle-Adam
http://www.wikidata.org/entity/Q366805,William Congreve
http://www.wikidata.org/entity/Q315170,Sean O'Casey
http://www.wikidata.org/entity/Q318440,Abel Hermant
http://www.wikidata.org/entity/Q318462,Edward Bulwer-Lytton
http://www.wikidata.org/entity/Q325083,Louis de Cahusac
http://www.wikidata.org/entity/Q329845,Avrom Ber Gotlober
http://www.wikidata.org/entity/Q331845,Hjalmar Söderberg
http://www.wikidata.org/entity/Q332632,Eduardo De Filippo
http://www.wikidata.org/entity/Q343477,Peter Verhelst
http://www.wikidata.org/entity/Q348690,Adam Asnyk
http://www.wikidata.org/entity/Q354783,Amiri Baraka
http://www.wikidata.org/entity/Q356960,Mori Ōgai
http://www.wikidata.org/entity/Q358912,John Wilmot
http://www.wikidata.org/entity/Q361265,Karel Hynek Mácha
http://www.wikidata.org/entity/Q366331,Imre Madách
http://www.wikidata.org/entity/Q366570,Jazeh Tabatabai
http://www.wikidata.org/entity/Q316381,Carl Jonas Love Almqvist
http://www.wikidata.org/entity/Q316806,Almeida Garrett
http://www.wikidata.org/entity/Q317967,Kostís Palamás
http://www.wikidata.org/entity/Q328374,Johannes Vodnianus Campanus
http://www.wikidata.org/entity/Q332462,Iván Franko
http://www.wikidata.org/entity/Q342124,Đura Jakšić
http://www.wikidata.org/entity/Q347891,Nicolas Chamfort
http://www.wikidata.org/entity/Q361318,Vyacheslav Ivanovich Ivanov
http://www.wikidata.org/entity/Q364931,Louis de Boissy
http://www.wikidata.org/entity/Q2825103,Q2825103
http://www.wikidata.org/entity/Q2840033,Q2840033
http://www.wikidata.org/entity/Q2845712,Q2845712
http://www.wikidata.org/entity/Q2847261,Q2847261
http://www.wikidata.org/entity/Q2848293,Q2848293
http://www.wikidata.org/entity/Q2853994,Q2853994
http://www.wikidata.org/entity/Q2854136,Q2854136
http://www.wikidata.org/entity/Q2885973,Q2885973
http://www.wikidata.org/entity/Q2835691,Andrés Rey de Artieda
http://www.wikidata.org/entity/Q2858166,Apeles Mestres
http://www.wikidata.org/entity/Q2859996,Aršak Č'opanyan
http://www.wikidata.org/entity/Q2871612,Augustin Louis de Ximénès
http://www.wikidata.org/entity/Q2878590,Juan López de Úbeda
http://www.wikidata.org/entity/Q2934655,Sjoerd Leiker
http://www.wikidata.org/entity/Q2833915,Aleksandr Misharin
http://www.wikidata.org/entity/Q2854140,Antoine Le Métel d'Ouville
http://www.wikidata.org/entity/Q2861548,Arkady Arkanov
http://www.wikidata.org/entity/Q2861861,Armand Gouffé
http://www.wikidata.org/entity/Q2894424,Yankev Shternberg
http://www.wikidata.org/entity/Q2824848,Adolphe Joseph Carcassonne
http://www.wikidata.org/entity/Q2890388,Bartolomé Cairasco de Figueroa
http://www.wikidata.org/entity/Q2898455,Bernard Pomerance
http://www.wikidata.org/entity/Q2829743,Alain Dierckx
http://www.wikidata.org/entity/Q2836471,Alibée Féry
http://www.wikidata.org/entity/Q2839725,Alphonse Brot
http://www.wikidata.org/entity/Q2865915,Artur Azevedo
http://www.wikidata.org/entity/Q2881598,Balthazar Baro
http://www.wikidata.org/entity/Q2898397,Bernard Noël
http://www.wikidata.org/entity/Q2827476,Ahmed Abdessalam Bakkali
http://www.wikidata.org/entity/Q2846336,Andrea Genovese
http://www.wikidata.org/entity/Q2849427,Angelina Weld Grimké
http://www.wikidata.org/entity/Q2877813,Milton Schinca
http://www.wikidata.org/entity/Q2895123,Israil Bercovici
http://www.wikidata.org/entity/Q2911403,Yehonatan Geffen
http://www.wikidata.org/entity/Q2833737,Alexandre Guiraud
http://www.wikidata.org/entity/Q2871136,Auguste Creuzé de Lesser
http://www.wikidata.org/entity/Q2871626,Augustin Nadal
http://www.wikidata.org/entity/Q2872062,Aurélien Scholl
http://www.wikidata.org/entity/Q2884308,Laurence Housman
http://www.wikidata.org/entity/Q2890892,Haim Hefer
http://www.wikidata.org/entity/Q2829593,Alain Borer
http://www.wikidata.org/entity/Q2847203,André Barde
http://www.wikidata.org/entity/Q2848545,André Rivoire
http://www.wikidata.org/entity/Q2884680,Leoncio Martínez
http://www.wikidata.org/entity/Q2874331,Avigdor Hameiri
http://www.wikidata.org/entity/Q2917461,Filinto de Almeida
http://www.wikidata.org/entity/Q2898255,Bernard Diez
http://www.wikidata.org/entity/Q2898286,Bernard Marcotte
http://www.wikidata.org/entity/Q2835487,Alfred Touroude
http://www.wikidata.org/entity/Q2835326,Alfred Mercier
http://www.wikidata.org/entity/Q2833933,Alexander Palm
http://www.wikidata.org/entity/Q2871258,Auguste Lamey
http://www.wikidata.org/entity/Q2827694,Ahmet Bozkurt
http://www.wikidata.org/entity/Q3557708,Q3557708
http://www.wikidata.org/entity/Q3579795,Q3579795
http://www.wikidata.org/entity/Q3587883,Q3587883
http://www.wikidata.org/entity/Q3588548,Q3588548
http://www.wikidata.org/entity/Q3592097,Q3592097
http://www.wikidata.org/entity/Q3656235,Q3656235
http://www.wikidata.org/entity/Q3690892,Q3690892
http://www.wikidata.org/entity/Q3693583,Q3693583
http://www.wikidata.org/entity/Q3845886,Q3845886
http://www.wikidata.org/entity/Q3920179,Q3920179
http://www.wikidata.org/entity/Q3920335,Q3920335
http://www.wikidata.org/entity/Q4008922,Q4008922
http://www.wikidata.org/entity/Q4055956,Q4055956
http://www.wikidata.org/entity/Q4056675,Q4056675
http://www.wikidata.org/entity/Q4060629,Q4060629
http://www.wikidata.org/entity/Q3572677,Eusebio Blasco
http://www.wikidata.org/entity/Q3592675,Éva Circé-Côté
http://www.wikidata.org/entity/Q3646436,Derenik Demirchian
http://www.wikidata.org/entity/Q3651928,Alexander Orbeliani
http://www.wikidata.org/entity/Q3611672,Alice Brown
http://www.wikidata.org/entity/Q3766372,Giovanni Alfredo Cesareo
http://www.wikidata.org/entity/Q3973444,Steven Sater
http://www.wikidata.org/entity/Q3558296,Victor Burenin
http://www.wikidata.org/entity/Q3595318,Kavalam Narayana Panicker
http://www.wikidata.org/entity/Q3920093,Anton Levitsky
http://www.wikidata.org/entity/Q4058973,William Henry Ireland
http://www.wikidata.org/entity/Q4066927,Alan Ansen
http://www.wikidata.org/entity/Q3554910,Vasilʹ Vitka
http://www.wikidata.org/entity/Q3557586,Victor Sosnora
http://www.wikidata.org/entity/Q3592051,Étienne Azéma
http://www.wikidata.org/entity/Q3619998,Antonio Palomba
http://www.wikidata.org/entity/Q3805865,Jacopo Crescini
http://www.wikidata.org/entity/Q3770348,Giuseppe Conte
http://www.wikidata.org/entity/Q3580060,Édouard Wacken
http://www.wikidata.org/entity/Q3646760,T̕amaz Čilaje
http://www.wikidata.org/entity/Q3651812,Giorgi Eristavi
http://www.wikidata.org/entity/Q3660056,Carlos Fernández Shaw
http://www.wikidata.org/entity/Q3751286,Franco Enna
http://www.wikidata.org/entity/Q3814830,Kevin MacNeil
http://www.wikidata.org/entity/Q3901453,Philip Frowde
http://www.wikidata.org/entity/Q4015523,Vittorio Salmini
http://www.wikidata.org/entity/Q4053827,A. Wajter
http://www.wikidata.org/entity/Q3588395,Émile Cammaerts
http://www.wikidata.org/entity/Q3651082,Raphael Eristavi
http://www.wikidata.org/entity/Q3767945,Giovanni Pindemonte
http://www.wikidata.org/entity/Q3902829,Pier Angelo Fiorentino
http://www.wikidata.org/entity/Q3557196,Victor J. Brunclair
http://www.wikidata.org/entity/Q3629422,Laxmi Prasad Devkota
http://www.wikidata.org/entity/Q3766070,Giovan Battista Fagiuoli
http://www.wikidata.org/entity/Q3813843,Joaquín Bartrina
http://www.wikidata.org/entity/Q3619733,Antonio Landi
http://www.wikidata.org/entity/Q3555700,Vera Feyder
http://www.wikidata.org/entity/Q3561876,Václav Renč
http://www.wikidata.org/entity/Q3592798,Évelyne Wilwerth
http://www.wikidata.org/entity/Q3619249,Antonio Beltramelli
http://www.wikidata.org/entity/Q3649395,Maria Pawlikowska-Jasnorzewska
http://www.wikidata.org/entity/Q3712922,Domenico Bolognese
http://www.wikidata.org/entity/Q3757000,Xabier de Lizardi
http://www.wikidata.org/entity/Q3810605,José de Valdivielso
http://www.wikidata.org/entity/Q3846897,Margaret Louisa Woods
http://www.wikidata.org/entity/Q3870120,Nando Vitali
http://www.wikidata.org/entity/Q3574805,Mirzadeh Eshghi
http://www.wikidata.org/entity/Q3610064,Carlo Alessandro Guidi
http://www.wikidata.org/entity/Q3744248,Nina Obrezkova
http://www.wikidata.org/entity/Q3768337,Giovanni Ventura
http://www.wikidata.org/entity/Q4056488,Hizgil Avshalumov
http://www.wikidata.org/entity/Q3698947,Al-Qarshi Abd ur-Raheem Salaam
http://www.wikidata.org/entity/Q3983828,Teobaldo Ciconi
http://www.wikidata.org/entity/Q3643381,Braccio Bracci
http://www.wikidata.org/entity/Q4065406,Aleksandr Andreev
http://www.wikidata.org/entity/Q3568361,"Willem van, the elder Haecht"
http://www.wikidata.org/entity/Q3750016,Francesco Fulvio Frugoni
http://www.wikidata.org/entity/Q4058791,Aydar Khalim
http://www.wikidata.org/entity/Q4022348,Yaakov Orland
http://www.wikidata.org/entity/Q3754160,Fulberto Alarni
http://www.wikidata.org/entity/Q3992704,Tommaso Aversa
http://www.wikidata.org/entity/Q4060023,Svetlana Aleksandrovna Aksenova-Steingrud
http://www.wikidata.org/entity/Q3766116,Giovan Domenico Peri
http://www.wikidata.org/entity/Q3839245,Luigi Alberti
http://www.wikidata.org/entity/Q3557271,Victor Draparnaud
http://www.wikidata.org/entity/Q3868790,Muzio Manfredi
http://www.wikidata.org/entity/Q3563718,Vsevolod Bagritski
http://www.wikidata.org/entity/Q3917650,Mychailo Stelmakh
http://www.wikidata.org/entity/Q4056954,Sagit Agish
http://www.wikidata.org/entity/Q3615734,Andrea Garbin
http://www.wikidata.org/entity/Q3557621,Victor Varjac
http://www.wikidata.org/entity/Q3742147,Felice Del Beccaro
http://www.wikidata.org/entity/Q3920899,Sofronov Anempodist
http://www.wikidata.org/entity/Q4053873,Qian Xingcun
http://www.wikidata.org/entity/Q3638762,Bernardo Bellini
http://www.wikidata.org/entity/Q3952401,Scipione Errico
http://www.wikidata.org/entity/Q3920416,Kazimier Svajak
http://www.wikidata.org/entity/Q3766129,Giovan Giorgio Alione
http://www.wikidata.org/entity/Q3756702,Gabriele Zinani
http://www.wikidata.org/entity/Q3665373,Cesare Caporali
http://www.wikidata.org/entity/Q3920191,Pilip Piestrak
http://www.wikidata.org/entity/Q4056993,Nikolay Agnivtsev
http://www.wikidata.org/entity/Q4062243,Safuan Alibay
http://www.wikidata.org/entity/Q4067826,Mikhail Ancharov
http://www.wikidata.org/entity/Q4054593,Ibragim Abdullin
http://www.wikidata.org/entity/Q3132710,Q3132710
http://www.wikidata.org/entity/Q3132904,Q3132904
http://www.wikidata.org/entity/Q3157856,Q3157856
http://www.wikidata.org/entity/Q3157920,Q3157920
http://www.wikidata.org/entity/Q3157932,Q3157932
http://www.wikidata.org/entity/Q3169761,Q3169761
http://www.wikidata.org/entity/Q3170220,Q3170220
http://www.wikidata.org/entity/Q3173110,Q3173110
http://www.wikidata.org/entity/Q3179437,Q3179437
http://www.wikidata.org/entity/Q3184547,Q3184547
http://www.wikidata.org/entity/Q3189448,Q3189448
http://www.wikidata.org/entity/Q3257457,Q3257457
http://www.wikidata.org/entity/Q3263431,Q3263431
http://www.wikidata.org/entity/Q3263734,Q3263734
http://www.wikidata.org/entity/Q3271348,Q3271348
http://www.wikidata.org/entity/Q3301551,Q3301551
http://www.wikidata.org/entity/Q3307083,Q3307083
http://www.wikidata.org/entity/Q3157894,Jacques-Charles Bailleul
http://www.wikidata.org/entity/Q3158395,Jacques Brault
http://www.wikidata.org/entity/Q3164607,Jean-Charles-Julien Luce de Lancival
http://www.wikidata.org/entity/Q3167359,Jean-Marc Dalpé
http://www.wikidata.org/entity/Q3175704,Jean de Schelandre
http://www.wikidata.org/entity/Q3261972,Louis Fuzelier
http://www.wikidata.org/entity/Q3301489,Maurice Vaucaire
http://www.wikidata.org/entity/Q3131782,Henri Pichette
http://www.wikidata.org/entity/Q3164413,Jean-Baptiste Romane
http://www.wikidata.org/entity/Q3167136,Jean-Luc Dubart
http://www.wikidata.org/entity/Q3189001,Jules-Martial Regnault de Prémaray
http://www.wikidata.org/entity/Q3268169,Luís Caetano Pereira Guimarães Júnior
http://www.wikidata.org/entity/Q3294482,Pierre Perrin
http://www.wikidata.org/entity/Q3142272,Hugh Kelly
http://www.wikidata.org/entity/Q3136006,Hippolyte-Jules Pilet de La Mesnardière
http://www.wikidata.org/entity/Q3160272,Jacques de Coras
http://www.wikidata.org/entity/Q3261403,Louis Calaferte
http://www.wikidata.org/entity/Q3265305,Lucie Spède
http://www.wikidata.org/entity/Q3286780,Manuel Cide
http://www.wikidata.org/entity/Q3301282,Maurice Pottecher
http://www.wikidata.org/entity/Q3161905,Jane de La Vaudère
http://www.wikidata.org/entity/Q3173556,Jean Mogin
http://www.wikidata.org/entity/Q3271119,Leon Laleau
http://www.wikidata.org/entity/Q3271414,Léon Xanrof
http://www.wikidata.org/entity/Q3135266,Hideo Nagata
http://www.wikidata.org/entity/Q3154789,Isaac de Laffemas
http://www.wikidata.org/entity/Q3163700,Jean-Antoine-Marie Monperlier
http://www.wikidata.org/entity/Q3169349,Jean-Pierre Giraudoux
http://www.wikidata.org/entity/Q3175151,Jehan d' Abundance
http://www.wikidata.org/entity/Q3177623,"Jesse L. Lasky, Jr."
http://www.wikidata.org/entity/Q3263720,Louise Cotnoir
http://www.wikidata.org/entity/Q3289218,Marcel Martinet
http://www.wikidata.org/entity/Q3302195,Spiro Dine
http://www.wikidata.org/entity/Q3155124,Yoshii Isamu
http://www.wikidata.org/entity/Q3158169,Jacques Autreau
http://www.wikidata.org/entity/Q3180332,Bob Mendes
http://www.wikidata.org/entity/Q3180474,Johann Georg Daniel Arnold
http://www.wikidata.org/entity/Q3185845,Joseph de La Porte
http://www.wikidata.org/entity/Q3249653,Hugo Pos
http://www.wikidata.org/entity/Q3165387,Jean-Fernand Brierre
http://www.wikidata.org/entity/Q3173661,Jean Metellus
http://www.wikidata.org/entity/Q3132164,Henri Vincenot
http://www.wikidata.org/entity/Q3143549,Hwang Ji-u
http://www.wikidata.org/entity/Q3159008,Jacques Godbout
http://www.wikidata.org/entity/Q3159195,Jacques Jouet
http://www.wikidata.org/entity/Q3161903,Jane West
http://www.wikidata.org/entity/Q3165511,Jean-François Cailhava de L'Estandoux
http://www.wikidata.org/entity/Q3177547,Jerzy Jurandot
http://www.wikidata.org/entity/Q3182612,John Todhunter
http://www.wikidata.org/entity/Q3240850,Liliane Wouters
http://www.wikidata.org/entity/Q3263923,Louky Bersianik
http://www.wikidata.org/entity/Q3287646,Marc-Antoine Madeleine Désaugiers
http://www.wikidata.org/entity/Q3131619,Henri Mazel
http://www.wikidata.org/entity/Q3301320,Maurice Regnaut
http://www.wikidata.org/entity/Q3261456,Louis Chalmeton
http://www.wikidata.org/entity/Q3142536,Hugues Delorme
http://www.wikidata.org/entity/Q3132787,Henry Galy-Carles
http://www.wikidata.org/entity/Q3230968,Hong Sheng
http://www.wikidata.org/entity/Q3240819,Liliane Atlan
http://www.wikidata.org/entity/Q3265974,Lucretia van Merken
http://www.wikidata.org/entity/Q3159500,Jacques Martel
http://www.wikidata.org/entity/Q3170643,Jean Baudrais
http://www.wikidata.org/entity/Q3171157,Jean Castaing
http://www.wikidata.org/entity/Q3169505,Jean-Pierre Lesguillon
http://www.wikidata.org/entity/Q3170733,Jean Berrier
http://www.wikidata.org/entity/Q3184541,Joseph Aude
http://www.wikidata.org/entity/Q3159283,Jacques Layani
http://www.wikidata.org/entity/Q3190316,Juste Chanlatte
http://www.wikidata.org/entity/Q3263783,Louise Levesque
http://www.wikidata.org/entity/Q3262857,Louis Payen
http://www.wikidata.org/entity/Q3172323,Jean Godard
http://www.wikidata.org/entity/Q3292755,Marie Redonnet
http://www.wikidata.org/entity/Q3194450,Kazem Shahryari
http://www.wikidata.org/entity/Q3172499,Jean Hautepierre
http://www.wikidata.org/entity/Q3159845,Jacques Rebotier
http://www.wikidata.org/entity/Q3297724,Massillon Coicou
http://www.wikidata.org/entity/Q3261709,Louis Des Masures
http://www.wikidata.org/entity/Q3184847,Joseph Dessaix
http://www.wikidata.org/entity/Q3158235,Jacques Bellefroid
http://www.wikidata.org/entity/Q3159872,Jacques Richepin
http://www.wikidata.org/entity/Q3171087,Jean Cagnard
http://www.wikidata.org/entity/Q3164269,Jean-Baptiste Massip
http://www.wikidata.org/entity/Q3292784,Marie Savard
http://www.wikidata.org/entity/Q1357129,Q1357129
http://www.wikidata.org/entity/Q1531239,Alexander Baumann
http://www.wikidata.org/entity/Q1359186,Joseph Autran
http://www.wikidata.org/entity/Q1376821,José de Almada Negreiros
http://www.wikidata.org/entity/Q1390054,Michael McClure
http://www.wikidata.org/entity/Q1407435,Fernán Silva Valdés
http://www.wikidata.org/entity/Q1872437,Q1872437
http://www.wikidata.org/entity/Q1707853,Joseph Quesnel
http://www.wikidata.org/entity/Q1843540,Jan Zoet
http://www.wikidata.org/entity/Q1471126,Michal Mareš
http://www.wikidata.org/entity/Q1699846,John Drinkwater
http://www.wikidata.org/entity/Q1363993,Samo Tomášik
http://www.wikidata.org/entity/Q1374750,Jacques Rabemananjara
http://www.wikidata.org/entity/Q1390604,Alfred Noyes
http://www.wikidata.org/entity/Q1393517,"Charles-Victor Prévot, vicomte d'Arlincourt"
http://www.wikidata.org/entity/Q1393531,"Jean-Jacques Lefranc, Marquis de Pompignan"
http://www.wikidata.org/entity/Q1559438,Eliza Haywood
http://www.wikidata.org/entity/Q1576676,Hanoch Levin
http://www.wikidata.org/entity/Q1711155,Judy Grahn
http://www.wikidata.org/entity/Q1767904,Twm o'r Nant
http://www.wikidata.org/entity/Q1776720,Tancred Ibsen
http://www.wikidata.org/entity/Q1816611,Leland Bardwell
http://www.wikidata.org/entity/Q1852937,Paul Hervieu
http://www.wikidata.org/entity/Q1384931,Alfonso Vallejo
http://www.wikidata.org/entity/Q1382306,Nicholas Rowe
http://www.wikidata.org/entity/Q1397000,Piotr Yershov
http://www.wikidata.org/entity/Q1490713,Gabriël Smit
http://www.wikidata.org/entity/Q1509108,Georges de Porto-Riche
http://www.wikidata.org/entity/Q1510036,Gerald Vizenor
http://www.wikidata.org/entity/Q1524648,Thorvald Steen
http://www.wikidata.org/entity/Q1678003,Jacques Grévin
http://www.wikidata.org/entity/Q1694899,Pierre Morency
http://www.wikidata.org/entity/Q1821799,William Percy
http://www.wikidata.org/entity/Q1387224,Michael Morpurgo
http://www.wikidata.org/entity/Q1398440,Gustav Pfleger-Moravský
http://www.wikidata.org/entity/Q1526798,Paolo Pola
http://www.wikidata.org/entity/Q1556344,Gustav Sack
http://www.wikidata.org/entity/Q1643518,Jean de La Péruse
http://www.wikidata.org/entity/Q1647198,Aaron Hill
http://www.wikidata.org/entity/Q1689627,Jinzai Kiyoshi
http://www.wikidata.org/entity/Q1771506,Gaspar Aguilar
http://www.wikidata.org/entity/Q1791984,Masao Kume
http://www.wikidata.org/entity/Q1856908,Tadeusz Miciński
http://www.wikidata.org/entity/Q1858041,Salvatore Di Giacomo
http://www.wikidata.org/entity/Q1740388,Clairville
http://www.wikidata.org/entity/Q1354012,Erik Johan Stagnelius
http://www.wikidata.org/entity/Q1354436,Erika Mitterer
http://www.wikidata.org/entity/Q1362359,Joseph Méry
http://www.wikidata.org/entity/Q1453341,Karel Mašek
http://www.wikidata.org/entity/Q1473365,Tsuneari Fukuda
http://www.wikidata.org/entity/Q1509409,Georgios Chortatzis
http://www.wikidata.org/entity/Q1600844,Heinz Rudolf Unger
http://www.wikidata.org/entity/Q1677861,Jacques-François Ancelot
http://www.wikidata.org/entity/Q1773549,Antonio Mira de Amescua
http://www.wikidata.org/entity/Q1819994,Leopoldo Marechal
http://www.wikidata.org/entity/Q1865524,Marcel Mariën
http://www.wikidata.org/entity/Q1872007,Louis Tiercelin
http://www.wikidata.org/entity/Q1872062,Louis de Gramont
http://www.wikidata.org/entity/Q1874004,Ludovic Janvier
http://www.wikidata.org/entity/Q1874085,Ludvík Kundera
http://www.wikidata.org/entity/Q1874926,Ludwig Rubiner
http://www.wikidata.org/entity/Q1355203,Jean-Nicolas Bouilly
http://www.wikidata.org/entity/Q1363088,Félix Morisseau-Leroy
http://www.wikidata.org/entity/Q1379808,Pierre-Louis Ginguené
http://www.wikidata.org/entity/Q1393491,Jean de La Taille
http://www.wikidata.org/entity/Q1395654,Irma P. Hall
http://www.wikidata.org/entity/Q1399502,X. B. Saintine
http://www.wikidata.org/entity/Q1488840,Gabriel-Marie Legouvé
http://www.wikidata.org/entity/Q1502347,Gennady Alamia
http://www.wikidata.org/entity/Q1542851,Leon Kruczkowski
http://www.wikidata.org/entity/Q1603028,Jozef Gregor-Tajovský
http://www.wikidata.org/entity/Q1680343,James Elroy Flecker
http://www.wikidata.org/entity/Q1809451,Elle Gerrit Bolhuis
http://www.wikidata.org/entity/Q1813467,Joannes Antonides van der Goes
http://www.wikidata.org/entity/Q1871010,Lothar Trolle
http://www.wikidata.org/entity/Q1366054,Franciszek Dionizy Kniaźnin
http://www.wikidata.org/entity/Q1397888,Govert Bidloo
http://www.wikidata.org/entity/Q1398268,Germain Muller
http://www.wikidata.org/entity/Q1400799,Hamid Alimjan
http://www.wikidata.org/entity/Q1451213,François Tristan l'Hermite
http://www.wikidata.org/entity/Q1528124,Giuseppe Antonio Borgese
http://www.wikidata.org/entity/Q1606056,Henri de Latouche
http://www.wikidata.org/entity/Q1662565,Jean-Antoine du Cerceau
http://www.wikidata.org/entity/Q1672348,Iraj Janatie Ataie
http://www.wikidata.org/entity/Q1740328,Takitarō Minakami
