s,sLabel
http://www.wikidata.org/entity/Q602056,Antonio Francesco Grazzini
http://www.wikidata.org/entity/Q602137,Antonio García Gutiérrez
http://www.wikidata.org/entity/Q605564,Eduard Bagritsky
http://www.wikidata.org/entity/Q607464,František Langer
http://www.wikidata.org/entity/Q646689,Maurice Magre
http://www.wikidata.org/entity/Q561201,Jean Tardieu
http://www.wikidata.org/entity/Q561212,Sylvain Maréchal
http://www.wikidata.org/entity/Q561715,Jean Rotrou
http://www.wikidata.org/entity/Q582704,Lucjan Rydel
http://www.wikidata.org/entity/Q594866,Anton Tomaž Linhart
http://www.wikidata.org/entity/Q619117,Apollo Korzeniowski
http://www.wikidata.org/entity/Q634100,Josef Kajetán Tyl
http://www.wikidata.org/entity/Q653588,Giacinto Andrea Cicognini
http://www.wikidata.org/entity/Q532297,Catherine Bernard
http://www.wikidata.org/entity/Q542039,Gian Battista Guarini
http://www.wikidata.org/entity/Q551740,Jean-Pierre Claris de Florian
http://www.wikidata.org/entity/Q561169,Oswald de Andrade
http://www.wikidata.org/entity/Q561635,Simeón Pólotski
http://www.wikidata.org/entity/Q579636,Ivan Pregelj
http://www.wikidata.org/entity/Q611997,Antônio Gonçalves Dias
http://www.wikidata.org/entity/Q645440,Olivier Cadiot
http://www.wikidata.org/entity/Q610648,Tomasz Zan
http://www.wikidata.org/entity/Q548610,François-Thomas-Marie de Baculard d'Arnaud
http://www.wikidata.org/entity/Q551758,Charles Bertin
http://www.wikidata.org/entity/Q551725,Paul Scarron
http://www.wikidata.org/entity/Q580971,Louis-Honoré Fréchette
http://www.wikidata.org/entity/Q597863,Ernest Bryll
http://www.wikidata.org/entity/Q605664,Kirmen Uribe
http://www.wikidata.org/entity/Q609786,Katharyne Lescailje
http://www.wikidata.org/entity/Q610673,António Botto
http://www.wikidata.org/entity/Q617539,François Ponsard
http://www.wikidata.org/entity/Q552276,Petras Vaičiūnas
http://www.wikidata.org/entity/Q553623,Louis Abel Beffroy de Reigny
http://www.wikidata.org/entity/Q639647,George Mackay Brown
http://www.wikidata.org/entity/Q644098,Milan Uhde
http://www.wikidata.org/entity/Q649747,Johan Herman Wessel
http://www.wikidata.org/entity/Q1242544,Q1242544
http://www.wikidata.org/entity/Q974678,Paul Laurence Dunbar
http://www.wikidata.org/entity/Q976998,Johnny Burke
http://www.wikidata.org/entity/Q981157,Fráňa Šrámek
http://www.wikidata.org/entity/Q993397,Bruno Jasieński
http://www.wikidata.org/entity/Q995109,James Kenney
http://www.wikidata.org/entity/Q1303883,Q1303883
http://www.wikidata.org/entity/Q1064595,Charles Grandmougin
http://www.wikidata.org/entity/Q1118918,Karel Hugo Hilar
http://www.wikidata.org/entity/Q1130174,Dario Bellezza
http://www.wikidata.org/entity/Q1114379,Thomas Randolph
http://www.wikidata.org/entity/Q1280606,Giovanni Meli
http://www.wikidata.org/entity/Q1293469,Edward Samhaber
http://www.wikidata.org/entity/Q980844,William Gibson
http://www.wikidata.org/entity/Q982044,Henry Bauchau
http://www.wikidata.org/entity/Q1082044,Rūdolfs Blaumanis
http://www.wikidata.org/entity/Q1096768,Claude Gauvreau
http://www.wikidata.org/entity/Q1100280,Veno Taufer
http://www.wikidata.org/entity/Q1122901,William Vaughn Moody
http://www.wikidata.org/entity/Q1134183,Giambattista Andreini
http://www.wikidata.org/entity/Q1150101,Alfred Kreymborg
http://www.wikidata.org/entity/Q1150131,Carlo Maria Maggi
http://www.wikidata.org/entity/Q1225959,Dimitrija Demeter
http://www.wikidata.org/entity/Q1230771,Thomas Shadwell
http://www.wikidata.org/entity/Q1237752,Claude de L'Estoile
http://www.wikidata.org/entity/Q1276110,Jackie Curtis
http://www.wikidata.org/entity/Q1278330,Miroslav Feldman
http://www.wikidata.org/entity/Q1293055,Edward Moore
http://www.wikidata.org/entity/Q1332885,Julian Beck
http://www.wikidata.org/entity/Q1334816,Emanuel Züngel
http://www.wikidata.org/entity/Q1338416,Emmanuel Roblès
http://www.wikidata.org/entity/Q981714,Paal-Helge Haugen
http://www.wikidata.org/entity/Q993835,Otokar Fischer
http://www.wikidata.org/entity/Q1086549,Christopher Buckley
http://www.wikidata.org/entity/Q1122264,Franz Bartelt
http://www.wikidata.org/entity/Q1137438,Gregorio Martínez Sierra
http://www.wikidata.org/entity/Q1163785,Emil Makai
http://www.wikidata.org/entity/Q1305870,Einar Hjörleifsson Kvaran
http://www.wikidata.org/entity/Q1329285,Eliezer Steinbarg
http://www.wikidata.org/entity/Q1330059,Jacques Normand
http://www.wikidata.org/entity/Q1334721,Emanuel Lešehrad
http://www.wikidata.org/entity/Q1343804,John Wain
http://www.wikidata.org/entity/Q981231,Luis Belmonte Bermúdez
http://www.wikidata.org/entity/Q984415,James Purdy
http://www.wikidata.org/entity/Q1066050,Charles Sedley
http://www.wikidata.org/entity/Q1085320,Maurice Rostand
http://www.wikidata.org/entity/Q1121650,Jamiluddin Aali
http://www.wikidata.org/entity/Q1140501,Cristóbal de Virués
http://www.wikidata.org/entity/Q1221840,René de Obaldia
http://www.wikidata.org/entity/Q1239629,Donagh MacDonagh
http://www.wikidata.org/entity/Q1283557,Eden Phillpotts
http://www.wikidata.org/entity/Q1333348,Ernest Legouvé
http://www.wikidata.org/entity/Q1340536,Nathan Alterman
http://www.wikidata.org/entity/Q977389,John Heywood
http://www.wikidata.org/entity/Q1010628,Giovanni Battista Niccolini
http://www.wikidata.org/entity/Q1089525,A. Samad Said
http://www.wikidata.org/entity/Q1132008,Goffredo Parise
http://www.wikidata.org/entity/Q1287180,Jovan Sterija Popović
http://www.wikidata.org/entity/Q1291302,Gabriel Gilbert
http://www.wikidata.org/entity/Q1332241,Nahum Korzhavin
http://www.wikidata.org/entity/Q1334915,Emanuele Tesauro
http://www.wikidata.org/entity/Q1338057,Gaspard Abeille
http://www.wikidata.org/entity/Q1343550,Mokutaro Kinoshita
http://www.wikidata.org/entity/Q975382,Janko Matúška
http://www.wikidata.org/entity/Q983226,Otar Chiladze
http://www.wikidata.org/entity/Q983507,Samad Vurgun
http://www.wikidata.org/entity/Q1034543,George Granville
http://www.wikidata.org/entity/Q1094964,Paul Déroulède
http://www.wikidata.org/entity/Q1153820,Henry Becque
http://www.wikidata.org/entity/Q1159458,Dane Zajc
http://www.wikidata.org/entity/Q1174451,David Franco Mendes
http://www.wikidata.org/entity/Q1216039,Coelho Neto
http://www.wikidata.org/entity/Q1238942,Charles de la Rue
http://www.wikidata.org/entity/Q1274807,Fred Ebb
http://www.wikidata.org/entity/Q1290360,Jean-Étienne Despréaux
http://www.wikidata.org/entity/Q1337206,Émile Ripert
http://www.wikidata.org/entity/Q1353378,Louis MacNeice
http://www.wikidata.org/entity/Q973468,Rudie van Lier
http://www.wikidata.org/entity/Q982519,Carmelo Bene
http://www.wikidata.org/entity/Q1035323,Henri Blaze
http://www.wikidata.org/entity/Q1219520,Camille Doucet
http://www.wikidata.org/entity/Q1253475,Jovan Ćirilov
http://www.wikidata.org/entity/Q1263321,Velimir Živojinović Masuka
http://www.wikidata.org/entity/Q1305828,Luis Vélez de Guevara
http://www.wikidata.org/entity/Q1331151,Śūdraka
http://www.wikidata.org/entity/Q982037,Isaac de Benserade
http://www.wikidata.org/entity/Q982904,Johan Nordahl Brun
http://www.wikidata.org/entity/Q983437,Alexis Piron
http://www.wikidata.org/entity/Q985448,Zhu Quan
http://www.wikidata.org/entity/Q1026443,May Swenson
http://www.wikidata.org/entity/Q1053363,Harald Bergstedt
http://www.wikidata.org/entity/Q1080060,Tiziano Scarpa
http://www.wikidata.org/entity/Q1237904,Alfian bin Sa'at
http://www.wikidata.org/entity/Q1248954,Giovanni Ruccellai
http://www.wikidata.org/entity/Q1251496,Maurice Donnay
http://www.wikidata.org/entity/Q1305608,Leslie Bricusse
http://www.wikidata.org/entity/Q1332482,Josep Palau i Fabre
http://www.wikidata.org/entity/Q1191258,Juan del Encinares
http://www.wikidata.org/entity/Q1087645,Khurshid Davron
http://www.wikidata.org/entity/Q982845,Moshe Jaim Luzzatto
http://www.wikidata.org/entity/Q3370365,Q3370365
http://www.wikidata.org/entity/Q3382933,Q3382933
http://www.wikidata.org/entity/Q3383400,Q3383400
http://www.wikidata.org/entity/Q3386015,Q3386015
http://www.wikidata.org/entity/Q3386042,Q3386042
http://www.wikidata.org/entity/Q3387582,Q3387582
http://www.wikidata.org/entity/Q3421020,Q3421020
http://www.wikidata.org/entity/Q3444965,Q3444965
http://www.wikidata.org/entity/Q3479436,Q3479436
http://www.wikidata.org/entity/Q3483741,Q3483741
http://www.wikidata.org/entity/Q3509925,Q3509925
http://www.wikidata.org/entity/Q3510963,Q3510963
http://www.wikidata.org/entity/Q3384967,Pierre Faubert
http://www.wikidata.org/entity/Q3392185,Fiama Hasse Pais Brandão
http://www.wikidata.org/entity/Q3397681,Xohana Torres Fernández
http://www.wikidata.org/entity/Q3383669,Pierre Albert-Birot
http://www.wikidata.org/entity/Q3386563,Pierre Perrault
http://www.wikidata.org/entity/Q3390376,Horacio Ferrer
http://www.wikidata.org/entity/Q3417359,Raffaello Borghini
http://www.wikidata.org/entity/Q3435645,Robert Lalonde
http://www.wikidata.org/entity/Q3509808,Daniel Sinapius-Horčička
http://www.wikidata.org/entity/Q3510349,Pavol Janík
http://www.wikidata.org/entity/Q3371230,Paul Foucher
http://www.wikidata.org/entity/Q3371483,Paul Hyacinthe Loyson
http://www.wikidata.org/entity/Q3382839,Pierre-Antoine-Augustin de Piis
http://www.wikidata.org/entity/Q3386220,Pierre Matthieu
http://www.wikidata.org/entity/Q3417361,Raffaello Carboni
http://www.wikidata.org/entity/Q3434798,Robert Choquette
http://www.wikidata.org/entity/Q3484170,Simon-Joseph Pellegrin
http://www.wikidata.org/entity/Q3502616,Luigi Abatangelo
http://www.wikidata.org/entity/Q3510077,Rudolf Krupička
http://www.wikidata.org/entity/Q3435826,Robert Mallet
http://www.wikidata.org/entity/Q3385127,Pierre Gallet
http://www.wikidata.org/entity/Q3432144,Rina Lasnier
http://www.wikidata.org/entity/Q3489996,Oleksandr Vasylʹovyč Irvanecʹ
http://www.wikidata.org/entity/Q3499494,Milan Dekleva
http://www.wikidata.org/entity/Q3521624,O. N. V. Kurup
http://www.wikidata.org/entity/Q3385814,Pierre Laujon
http://www.wikidata.org/entity/Q3508144,Miloslav Šimek
http://www.wikidata.org/entity/Q3510131,Růžena Jesenská
http://www.wikidata.org/entity/Q3385091,Pierre Frondaie
http://www.wikidata.org/entity/Q3402435,Menna Elfyn
http://www.wikidata.org/entity/Q3439595,Roger de Beauvoir
http://www.wikidata.org/entity/Q3487228,Ramsey Nasr
http://www.wikidata.org/entity/Q3456313,Mikhail Volpin
http://www.wikidata.org/entity/Q3505543,Andrzej Niemojewski
http://www.wikidata.org/entity/Q3383149,Pierre-Jean-Baptiste Nougaret
http://www.wikidata.org/entity/Q3434845,Robert Cordier
http://www.wikidata.org/entity/Q3481589,Nardo Aluman
http://www.wikidata.org/entity/Q3370532,Paul Avenel
http://www.wikidata.org/entity/Q3484214,Simon Boulerice
http://www.wikidata.org/entity/Q3484549,Simone Collet
http://www.wikidata.org/entity/Q3510279,Volodymyr Dibrova
http://www.wikidata.org/entity/Q3503054,Muhammad Yamin
http://www.wikidata.org/entity/Q3430702,Richard Demarcy
http://www.wikidata.org/entity/Q3507392,Sylvie Reff
http://www.wikidata.org/entity/Q3379431,Philippe Braz
http://www.wikidata.org/entity/Q3387304,Pierre Villiers
http://www.wikidata.org/entity/Q3440897,Roman Sef
http://www.wikidata.org/entity/Q3386584,Pierre Petitclair
http://www.wikidata.org/entity/Q3426667,Julia Butschkow
http://www.wikidata.org/entity/Q3482158,Shin Shalom
http://www.wikidata.org/entity/Q3469945,Sallebray
http://www.wikidata.org/entity/Q263430,Q263430
http://www.wikidata.org/entity/Q290839,Q290839
http://www.wikidata.org/entity/Q220512,Nicolas Ancion
http://www.wikidata.org/entity/Q222744,César Vallejo
http://www.wikidata.org/entity/Q225904,John Webster
http://www.wikidata.org/entity/Q235121,Mary Montagu
http://www.wikidata.org/entity/Q250754,Álvares de Azevedo
http://www.wikidata.org/entity/Q271824,Edgar Wallace
http://www.wikidata.org/entity/Q276675,Jean Joseph Vadé
http://www.wikidata.org/entity/Q297409,Yannis Ritsos
http://www.wikidata.org/entity/Q302433,Richard Hughes
http://www.wikidata.org/entity/Q303736,Dušan Dušek
http://www.wikidata.org/entity/Q311145,Joaquim Machado de Assis
http://www.wikidata.org/entity/Q312627,Stanisław Wyspiański
http://www.wikidata.org/entity/Q313832,Constantino Konstantínovich Románov
http://www.wikidata.org/entity/Q314261,Estanislao Konarski
http://www.wikidata.org/entity/Q295598,Tirso de Molina
http://www.wikidata.org/entity/Q257872,Aspazija
http://www.wikidata.org/entity/Q221903,Géza Gárdonyi
http://www.wikidata.org/entity/Q228546,Alphonse Daudet
http://www.wikidata.org/entity/Q243267,Juliusz Słowacki
http://www.wikidata.org/entity/Q250414,Angelo Poliziano
http://www.wikidata.org/entity/Q253395,Bela Ajmadúlina
http://www.wikidata.org/entity/Q272194,Ted Hughes
http://www.wikidata.org/entity/Q276472,Berlie Doherty
http://www.wikidata.org/entity/Q283353,Gertrudis Gómez de Avellaneda
http://www.wikidata.org/entity/Q284171,Inger Christensen
http://www.wikidata.org/entity/Q286600,Dacia Maraini
http://www.wikidata.org/entity/Q296272,Pietro Aretino
http://www.wikidata.org/entity/Q301983,Bret Harte
http://www.wikidata.org/entity/Q310866,Leonid Andréyev
http://www.wikidata.org/entity/Q312444,John Fletcher
http://www.wikidata.org/entity/Q233265,Robert Browning
http://www.wikidata.org/entity/Q237994,Carol Ann Duffy
http://www.wikidata.org/entity/Q242956,Rita Mae Brown
http://www.wikidata.org/entity/Q266337,Jean Desmarets de Saint-Sorlin
http://www.wikidata.org/entity/Q270089,Hanna Yablonska
http://www.wikidata.org/entity/Q243771,Antonio Machado
http://www.wikidata.org/entity/Q298033,Lesya Ukrainka
http://www.wikidata.org/entity/Q298773,Mariano José de Larra
http://www.wikidata.org/entity/Q299827,Suzannah Ibsen
http://www.wikidata.org/entity/Q301171,Oton Župančič
http://www.wikidata.org/entity/Q309702,Alfred de Vigny
http://www.wikidata.org/entity/Q313134,Michal Šanda
http://www.wikidata.org/entity/Q313461,Khachatur Abovian
http://www.wikidata.org/entity/Q313553,Pedro Antonio de Alarcón
http://www.wikidata.org/entity/Q296244,Vittorio Alfieri
http://www.wikidata.org/entity/Q236236,Oliver Goldsmith
http://www.wikidata.org/entity/Q242095,Dino Buzzati
http://www.wikidata.org/entity/Q273279,Roald Hoffmann
http://www.wikidata.org/entity/Q274741,Efua Sutherland
http://www.wikidata.org/entity/Q274915,Émile Bergerat
http://www.wikidata.org/entity/Q298125,Vizma Belševica
http://www.wikidata.org/entity/Q306403,James Franco
http://www.wikidata.org/entity/Q309768,Fernando Arrabal
http://www.wikidata.org/entity/Q314677,Marco Pacuvio
http://www.wikidata.org/entity/Q223414,Octavian Goga
http://www.wikidata.org/entity/Q227109,Zoë Akins
http://www.wikidata.org/entity/Q245355,Zygmunt Krasiński
http://www.wikidata.org/entity/Q251560,Vicente Antonio García de la Huerta
http://www.wikidata.org/entity/Q260436,Joan Brossa
http://www.wikidata.org/entity/Q263730,Alejandro Jodorowsky
http://www.wikidata.org/entity/Q289215,Alejandro Casona
http://www.wikidata.org/entity/Q295830,Paul Claudel
http://www.wikidata.org/entity/Q299020,Ronald Venetiaan
http://www.wikidata.org/entity/Q313932,Francis Beaumont
http://www.wikidata.org/entity/Q273210,James Baldwin
http://www.wikidata.org/entity/Q231886,Aphra Behn
http://www.wikidata.org/entity/Q239522,Anna Maria Geertruida Schmidt
http://www.wikidata.org/entity/Q250089,Alessandro Piccolomini
http://www.wikidata.org/entity/Q256991,Émile Augier
http://www.wikidata.org/entity/Q262354,Taraneh Javanbakht
http://www.wikidata.org/entity/Q263270,Carlo Gozzi
http://www.wikidata.org/entity/Q266127,Daniil Jarms
http://www.wikidata.org/entity/Q268111,Yevgueni Shvarts
http://www.wikidata.org/entity/Q296609,Russell Brand
http://www.wikidata.org/entity/Q298051,Julien Gracq
http://www.wikidata.org/entity/Q298703,E. e. cummings
http://www.wikidata.org/entity/Q233956,Muriel Spark
http://www.wikidata.org/entity/Q234721,Djuna Barnes
http://www.wikidata.org/entity/Q268166,Lorenzo da Ponte
http://www.wikidata.org/entity/Q274485,Édouard d' Anglemont
http://www.wikidata.org/entity/Q310309,Bernard Le Bovier de Fontenelle
http://www.wikidata.org/entity/Q311001,Ramón María del Valle-Inclán
http://www.wikidata.org/entity/Q311287,Lucio Accio
http://www.wikidata.org/entity/Q312630,Théodore de Banville
http://www.wikidata.org/entity/Q313185,Fritz Leiber
http://www.wikidata.org/entity/Q230591,Carson McCullers
http://www.wikidata.org/entity/Q234964,Hélène Cixous
http://www.wikidata.org/entity/Q237518,Olga Bergholz
http://www.wikidata.org/entity/Q239540,Lady Gregory
http://www.wikidata.org/entity/Q263004,Inger Hagerup
http://www.wikidata.org/entity/Q274305,Edouard Dujardin
http://www.wikidata.org/entity/Q274936,Émile Blémont
http://www.wikidata.org/entity/Q289801,Étienne Jodelle
http://www.wikidata.org/entity/Q291222,Piedad Bonnett
http://www.wikidata.org/entity/Q298358,Marie-Claire Blais
http://www.wikidata.org/entity/Q310630,Ivan Vazov
http://www.wikidata.org/entity/Q312673,Joost van den Vondel
http://www.wikidata.org/entity/Q313581,Nicolae Iorga
http://www.wikidata.org/entity/Q2427438,Q2427438
http://www.wikidata.org/entity/Q2501600,Q2501600
http://www.wikidata.org/entity/Q2683910,Q2683910
http://www.wikidata.org/entity/Q2770510,Q2770510
http://www.wikidata.org/entity/Q2823815,Q2823815
http://www.wikidata.org/entity/Q2468227,Mihai Beniuc
http://www.wikidata.org/entity/Q2477881,Valeri Petrov
http://www.wikidata.org/entity/Q2528162,Eriek Verpale
http://www.wikidata.org/entity/Q2566534,Franciszka Urszula Radziwiłłowa
http://www.wikidata.org/entity/Q2616465,Victor Margueritte
http://www.wikidata.org/entity/Q2628981,Bharatendu Harishchandra
http://www.wikidata.org/entity/Q2659850,Anna Świrszczyńska
http://www.wikidata.org/entity/Q2689438,Jean-François Roger
http://www.wikidata.org/entity/Q2728673,Kṛṣṇalāla Śrīdharāṇī
http://www.wikidata.org/entity/Q2777820,Jordi Pere Cerdà
http://www.wikidata.org/entity/Q2791905,Vyacheslav Adamczyk
http://www.wikidata.org/entity/Q2782419,William Cartwright
http://www.wikidata.org/entity/Q2427436,Édouard Pailleron
http://www.wikidata.org/entity/Q2529303,Maria Luisa Spaziani
http://www.wikidata.org/entity/Q2609058,Matei Vișniec
http://www.wikidata.org/entity/Q2620193,Bedros Tourian
http://www.wikidata.org/entity/Q2653505,Henk Krosenbrink
http://www.wikidata.org/entity/Q2679314,Felipe Pardo y Aliaga
http://www.wikidata.org/entity/Q2771338,Labhshankar Thakar
http://www.wikidata.org/entity/Q2792147,Velga Krile
http://www.wikidata.org/entity/Q2824209,Adelina Gurrea
http://www.wikidata.org/entity/Q2444307,Félix Arvers
http://www.wikidata.org/entity/Q2449967,Maria de Wilde
http://www.wikidata.org/entity/Q2552629,Gerard van Loon
http://www.wikidata.org/entity/Q2622119,Joseph Albert Alexandre Glatigny
http://www.wikidata.org/entity/Q2624895,Jonáš Záborský
http://www.wikidata.org/entity/Q2733423,George Astalos
http://www.wikidata.org/entity/Q2744857,Henri Antoine Jules-Bois
http://www.wikidata.org/entity/Q2418536,Anna Bagriana
http://www.wikidata.org/entity/Q2423526,Rien Vroegindeweij
http://www.wikidata.org/entity/Q2459284,Alexander Galich
http://www.wikidata.org/entity/Q2532628,Domingos José Gonçalves de Magalhães
http://www.wikidata.org/entity/Q2569476,Junije Palmotić
http://www.wikidata.org/entity/Q2571623,Chris Yperman
http://www.wikidata.org/entity/Q2579684,Pjatro Fedaravič Hlebka
http://www.wikidata.org/entity/Q2598355,Bart Meuleman
http://www.wikidata.org/entity/Q2600983,Josep Carner
http://www.wikidata.org/entity/Q2603513,Platón Oyunski
http://www.wikidata.org/entity/Q2623476,Jan Czeczot
http://www.wikidata.org/entity/Q2624034,Eddy Pinas
http://www.wikidata.org/entity/Q2662343,Kuz'ma Čorny
http://www.wikidata.org/entity/Q2676049,Cees van der Pluijm
http://www.wikidata.org/entity/Q2709370,Bernardo Accolti
http://www.wikidata.org/entity/Q2753761,Bies van Ede
http://www.wikidata.org/entity/Q2791926,Ales Bachyla
http://www.wikidata.org/entity/Q2498522,Catharina Boer
http://www.wikidata.org/entity/Q2510833,Natallia Arsiennieva
http://www.wikidata.org/entity/Q2564908,Alexandre Soumet
http://www.wikidata.org/entity/Q2585415,Gaston Compère
http://www.wikidata.org/entity/Q2605633,Matija Ban
http://www.wikidata.org/entity/Q2614668,Caroline van Dommelen
http://www.wikidata.org/entity/Q2627444,Catharina Questiers
http://www.wikidata.org/entity/Q2633356,Pau Arena
http://www.wikidata.org/entity/Q2640854,Giulio Cesare Croce
http://www.wikidata.org/entity/Q2742471,Maurice Bouchor
http://www.wikidata.org/entity/Q2755854,Alfonso Gatto
http://www.wikidata.org/entity/Q2823152,Achour Cheurfi
http://www.wikidata.org/entity/Q2434433,Bert Schierbeek
http://www.wikidata.org/entity/Q2497011,Albrecht Rodenbach
http://www.wikidata.org/entity/Q2500310,Jean-François Ducis
http://www.wikidata.org/entity/Q2509753,Paul Vialar
http://www.wikidata.org/entity/Q2598226,Mir Jalal Pashayev
http://www.wikidata.org/entity/Q2627162,Konstantin Sluchevsky
http://www.wikidata.org/entity/Q2727481,Jean-Charles Pichon
http://www.wikidata.org/entity/Q2791781,Hugo Teodors Krūmiņš
http://www.wikidata.org/entity/Q2824811,Adolphe Dumas
http://www.wikidata.org/entity/Q2428109,Honorat de Bueil de Racan
http://www.wikidata.org/entity/Q2478889,Abdulla Shaig
http://www.wikidata.org/entity/Q2500853,Michasʹ Čarot
http://www.wikidata.org/entity/Q2603840,Olyk Ipai
http://www.wikidata.org/entity/Q2629336,Vasily Kamensky
http://www.wikidata.org/entity/Q2641297,Paul Géraldy
http://www.wikidata.org/entity/Q2693931,Christoffel Pierson
http://www.wikidata.org/entity/Q2512563,Edmond Picard
http://www.wikidata.org/entity/Q2523100,Judith Gautier
http://www.wikidata.org/entity/Q2612557,Antonio M. Abad
http://www.wikidata.org/entity/Q2622252,Sergei Yursky
http://www.wikidata.org/entity/Q2633494,Kondrat Krapiva
http://www.wikidata.org/entity/Q2719262,Mustai Karim
http://www.wikidata.org/entity/Q2728636,Eeva-Liisa Manner
http://www.wikidata.org/entity/Q2742834,Omer Karel De Laey
http://www.wikidata.org/entity/Q2797782,Chitra Gajadin
http://www.wikidata.org/entity/Q2821869,Abraham de Vermeil
http://www.wikidata.org/entity/Q2669234,Alojzij Remec
http://www.wikidata.org/entity/Q2724090,Adil Mansuri
http://www.wikidata.org/entity/Q2695137,Mies Bouhuys
http://www.wikidata.org/entity/Q2481921,J.W. van Cittert
http://www.wikidata.org/entity/Q2761346,Dolatram Pandya
http://www.wikidata.org/entity/Q2770941,Roopshankar Oza
http://www.wikidata.org/entity/Q2820970,Abdelatif Bounab
http://www.wikidata.org/entity/Q2777938,Joan Pluimer
http://www.wikidata.org/entity/Q2774467,Satish Vyas
http://www.wikidata.org/entity/Q2626145,Diderik Buysero
http://www.wikidata.org/entity/Q2723334,Narmadashankar Dave
http://www.wikidata.org/entity/Q2733254,Chandrakant Sheth
http://www.wikidata.org/entity/Q2958317,Q2958317
http://www.wikidata.org/entity/Q2960049,Q2960049
http://www.wikidata.org/entity/Q2967451,Q2967451
http://www.wikidata.org/entity/Q3033342,Q3033342
http://www.wikidata.org/entity/Q3047682,Q3047682
http://www.wikidata.org/entity/Q3051898,Q3051898
http://www.wikidata.org/entity/Q3068551,Q3068551
http://www.wikidata.org/entity/Q3083901,Q3083901
http://www.wikidata.org/entity/Q3084849,Q3084849
http://www.wikidata.org/entity/Q3085513,Q3085513
http://www.wikidata.org/entity/Q3085985,Q3085985
http://www.wikidata.org/entity/Q3086147,Q3086147
http://www.wikidata.org/entity/Q3086574,Q3086574
http://www.wikidata.org/entity/Q3106564,Q3106564
http://www.wikidata.org/entity/Q3122298,Q3122298
http://www.wikidata.org/entity/Q3123918,Q3123918
http://www.wikidata.org/entity/Q3125302,Q3125302
http://www.wikidata.org/entity/Q2977083,Claude Boyer
http://www.wikidata.org/entity/Q3068405,Bart Cardoen
http://www.wikidata.org/entity/Q3093642,Gabriel Bocángel
http://www.wikidata.org/entity/Q3102664,Georges Duval
http://www.wikidata.org/entity/Q3126838,Hannah Cowley
http://www.wikidata.org/entity/Q3081965,Francisco de Figueroa
http://www.wikidata.org/entity/Q2957514,Shapi Kaziev
http://www.wikidata.org/entity/Q2957993,Charles-Claude Genest
http://www.wikidata.org/entity/Q2977011,Claude Billard
http://www.wikidata.org/entity/Q3017890,David Fernández Rivera
http://www.wikidata.org/entity/Q3060975,Eusebio Erkiaga
http://www.wikidata.org/entity/Q3082042,Muin Bseiso
http://www.wikidata.org/entity/Q3089841,"Frédéric Gaëtan, marquis de La Rochefoucauld-Liancourt"
http://www.wikidata.org/entity/Q3090302,Frédéric de Courcy
http://www.wikidata.org/entity/Q3107905,Giuliano Scabia
http://www.wikidata.org/entity/Q3113139,Richard Flecknoe
http://www.wikidata.org/entity/Q3123641,Gérald Leblanc
http://www.wikidata.org/entity/Q2959511,Charles Juliet
http://www.wikidata.org/entity/Q2959853,Charles Moravia
http://www.wikidata.org/entity/Q2996685,Frantsishak Alyakhnovich
http://www.wikidata.org/entity/Q3059898,Eugène Grangé
http://www.wikidata.org/entity/Q3066512,Meavenn
http://www.wikidata.org/entity/Q3086546,Françoise Loranger
http://www.wikidata.org/entity/Q3087516,Julien Torma
http://www.wikidata.org/entity/Q3100336,Odet de Turnèbe
http://www.wikidata.org/entity/Q3100343,Roland Michel Tremblay
http://www.wikidata.org/entity/Q3107000,Giovanni Andrea dell' Anguillara
http://www.wikidata.org/entity/Q2982512,Colette Nys-Mazure
http://www.wikidata.org/entity/Q3008609,Vintsent Dunin-Martsinkyevich
http://www.wikidata.org/entity/Q3045950,René Philoctète
http://www.wikidata.org/entity/Q3063530,Fabiano Alborghetti
http://www.wikidata.org/entity/Q3070991,Jean-Pierre Vallotton
http://www.wikidata.org/entity/Q3093896,GABRIEL NIGOND
http://www.wikidata.org/entity/Q3100564,Juan Pérez de Montalbán
http://www.wikidata.org/entity/Q3103263,Georges Neveux
http://www.wikidata.org/entity/Q2958622,Charles Brifaut
http://www.wikidata.org/entity/Q2958672,Charles Canivet
http://www.wikidata.org/entity/Q2978433,Claudia Rankine
http://www.wikidata.org/entity/Q2988864,Salah Abdel Sabour
http://www.wikidata.org/entity/Q3051982,Emmanuele Bidera
http://www.wikidata.org/entity/Q3078852,Evald Flisar
http://www.wikidata.org/entity/Q3091464,Xavier Forneret
http://www.wikidata.org/entity/Q3093645,Gabriel Bounin
http://www.wikidata.org/entity/Q3098578,Gary Klang
http://www.wikidata.org/entity/Q3121310,Gustave Rivet
http://www.wikidata.org/entity/Q2942125,Catherine de Parthenay-Larchevêque Rohan
http://www.wikidata.org/entity/Q2958057,Charles-François Panard
http://www.wikidata.org/entity/Q2980553,Antoinette Henriette Clemence Robert
http://www.wikidata.org/entity/Q2990316,Roger Dorsinville
http://www.wikidata.org/entity/Q2996375,Abbas Sahhat
http://www.wikidata.org/entity/Q3083416,François-Jean Willemain d'Abancourt
http://www.wikidata.org/entity/Q3106785,Pierre Quillard
http://www.wikidata.org/entity/Q2960461,Charles Woinez
http://www.wikidata.org/entity/Q3047892,Edmond Laforest
http://www.wikidata.org/entity/Q3061053,Eustache Le Noble
http://www.wikidata.org/entity/Q3083283,François-Antoine Devaux
