"s","viafid"
"http://datos.bne.es/resource/XX820773","http://viaf.org/viaf/26568767"
"http://datos.bne.es/resource/XX820787","http://viaf.org/viaf/68594382"
"http://datos.bne.es/resource/XX820789","http://viaf.org/viaf/87606449"
"http://datos.bne.es/resource/XX820794","http://viaf.org/viaf/87606465"
"http://datos.bne.es/resource/XX820803","http://viaf.org/viaf/48326518"
"http://datos.bne.es/resource/XX820806","http://viaf.org/viaf/62675632"
"http://datos.bne.es/resource/XX820811","http://viaf.org/viaf/87606505"
"http://datos.bne.es/resource/XX820816","http://viaf.org/viaf/10037160"
"http://datos.bne.es/resource/XX820820","http://viaf.org/viaf/12326643"
"http://datos.bne.es/resource/XX820827","http://viaf.org/viaf/87606546"
"http://datos.bne.es/resource/XX820829","http://viaf.org/viaf/21206766"
"http://datos.bne.es/resource/XX820831","http://viaf.org/viaf/34462855"
"http://datos.bne.es/resource/XX820833","http://viaf.org/viaf/76323700"
"http://datos.bne.es/resource/XX820837","http://viaf.org/viaf/79529196"
"http://datos.bne.es/resource/XX820845","http://viaf.org/viaf/87606580"
"http://datos.bne.es/resource/XX820854","http://viaf.org/viaf/87606607"
"http://datos.bne.es/resource/XX820855","http://viaf.org/viaf/87606611"
"http://datos.bne.es/resource/XX820861","http://viaf.org/viaf/87606630"
"http://datos.bne.es/resource/XX820870","http://viaf.org/viaf/87606648"
"http://datos.bne.es/resource/XX820877","http://viaf.org/viaf/87606676"
"http://datos.bne.es/resource/XX820882","http://viaf.org/viaf/51692172"
"http://datos.bne.es/resource/XX820883","http://viaf.org/viaf/87606682"
"http://datos.bne.es/resource/XX820884","http://viaf.org/viaf/87606695"
"http://datos.bne.es/resource/XX820885","http://viaf.org/viaf/87606703"
"http://datos.bne.es/resource/XX820894","http://viaf.org/viaf/87606719"
"http://datos.bne.es/resource/XX820905","http://viaf.org/viaf/100250540"
"http://datos.bne.es/resource/XX820913","http://viaf.org/viaf/87606742"
"http://datos.bne.es/resource/XX820917","http://viaf.org/viaf/13924921"
"http://datos.bne.es/resource/XX820934","http://viaf.org/viaf/87606774"
"http://datos.bne.es/resource/XX820935","http://viaf.org/viaf/35915309"
"http://datos.bne.es/resource/XX820946","http://viaf.org/viaf/28704121"
"http://datos.bne.es/resource/XX820962","http://viaf.org/viaf/82990400"
"http://datos.bne.es/resource/XX820964","http://viaf.org/viaf/87606800"
"http://datos.bne.es/resource/XX820984","http://viaf.org/viaf/59033355"
"http://datos.bne.es/resource/XX820985","http://viaf.org/viaf/87606885"
"http://datos.bne.es/resource/XX820986","http://viaf.org/viaf/109494125"
"http://datos.bne.es/resource/XX820987","http://viaf.org/viaf/32125298"
"http://datos.bne.es/resource/XX820988","http://viaf.org/viaf/87606892"
"http://datos.bne.es/resource/XX820989","http://viaf.org/viaf/2377762"
"http://datos.bne.es/resource/XX820990","http://viaf.org/viaf/87606902"
"http://datos.bne.es/resource/XX820991","http://viaf.org/viaf/304041252"
"http://datos.bne.es/resource/XX820993","http://viaf.org/viaf/87606925"
"http://datos.bne.es/resource/XX820995","http://viaf.org/viaf/87606939"
"http://datos.bne.es/resource/XX821001","http://viaf.org/viaf/79200677"
"http://datos.bne.es/resource/XX821008","http://viaf.org/viaf/60768133"
"http://datos.bne.es/resource/XX821014","http://viaf.org/viaf/87606956"
"http://datos.bne.es/resource/XX821015","http://viaf.org/viaf/16679115"
"http://datos.bne.es/resource/XX821021","http://viaf.org/viaf/63177607"
"http://datos.bne.es/resource/XX821024","http://viaf.org/viaf/87606994"
"http://datos.bne.es/resource/XX821025","http://viaf.org/viaf/116977060"
"http://datos.bne.es/resource/XX821032","http://viaf.org/viaf/245692028"
"http://datos.bne.es/resource/XX821051","http://viaf.org/viaf/10055153"
"http://datos.bne.es/resource/XX821063","http://viaf.org/viaf/87607073"
"http://datos.bne.es/resource/XX821064","http://viaf.org/viaf/45716362"
"http://datos.bne.es/resource/XX821066","http://viaf.org/viaf/189607676"
"http://datos.bne.es/resource/XX821071","http://viaf.org/viaf/87607104"
"http://datos.bne.es/resource/XX821076","http://viaf.org/viaf/8698"
"http://datos.bne.es/resource/XX821081","http://viaf.org/viaf/178299737"
"http://datos.bne.es/resource/XX821082","http://viaf.org/viaf/85532550"
"http://datos.bne.es/resource/XX821096","http://viaf.org/viaf/9971951"
"http://datos.bne.es/resource/XX821100","http://viaf.org/viaf/51684697"
"http://datos.bne.es/resource/XX821103","http://viaf.org/viaf/5091101"
"http://datos.bne.es/resource/XX821106","http://viaf.org/viaf/87607170"
"http://datos.bne.es/resource/XX821113","http://viaf.org/viaf/87607189"
"http://datos.bne.es/resource/XX821114","http://viaf.org/viaf/17311065"
"http://datos.bne.es/resource/XX821134","http://viaf.org/viaf/35059580"
"http://datos.bne.es/resource/XX821137","http://viaf.org/viaf/87607213"
"http://datos.bne.es/resource/XX821138","http://viaf.org/viaf/13766199"
"http://datos.bne.es/resource/XX821139","http://viaf.org/viaf/54279960"
"http://datos.bne.es/resource/XX821140","http://viaf.org/viaf/58042255"
"http://datos.bne.es/resource/XX821142","http://viaf.org/viaf/267920020"
"http://datos.bne.es/resource/XX821149","http://viaf.org/viaf/87607245"
"http://datos.bne.es/resource/XX821150","http://viaf.org/viaf/87607250"
"http://datos.bne.es/resource/XX821153","http://viaf.org/viaf/14614186"
"http://datos.bne.es/resource/XX821154","http://viaf.org/viaf/33301084"
"http://datos.bne.es/resource/XX821158","http://viaf.org/viaf/87607278"
"http://datos.bne.es/resource/XX821163","http://viaf.org/viaf/23443701"
"http://datos.bne.es/resource/XX821193","http://viaf.org/viaf/87607348"
"http://datos.bne.es/resource/XX821195","http://viaf.org/viaf/13606224"
"http://datos.bne.es/resource/XX821207","http://viaf.org/viaf/51877115"
"http://datos.bne.es/resource/XX821215","http://viaf.org/viaf/54225664"
"http://datos.bne.es/resource/XX821253","http://viaf.org/viaf/87607503"
"http://datos.bne.es/resource/XX821275","http://viaf.org/viaf/87607557"
"http://datos.bne.es/resource/XX821276","http://viaf.org/viaf/87607561"
"http://datos.bne.es/resource/XX821284","http://viaf.org/viaf/87607574"
"http://datos.bne.es/resource/XX821288","http://viaf.org/viaf/87607588"
"http://datos.bne.es/resource/XX821291","http://viaf.org/viaf/87607590"
"http://datos.bne.es/resource/XX821295","http://viaf.org/viaf/87607601"
"http://datos.bne.es/resource/XX821300","http://viaf.org/viaf/90705035"
"http://datos.bne.es/resource/XX821305","http://viaf.org/viaf/87607640"
"http://datos.bne.es/resource/XX821314","http://viaf.org/viaf/154991406"
"http://datos.bne.es/resource/XX821315","http://viaf.org/viaf/9039477"
"http://datos.bne.es/resource/XX821329","http://viaf.org/viaf/40629253"
"http://datos.bne.es/resource/XX821334","http://viaf.org/viaf/87607714"
"http://datos.bne.es/resource/XX821338","http://viaf.org/viaf/4942269"
"http://datos.bne.es/resource/XX821352","http://viaf.org/viaf/87607751"
"http://datos.bne.es/resource/XX821362","http://viaf.org/viaf/39153025"
"http://datos.bne.es/resource/XX821372","http://viaf.org/viaf/102315754"
"http://datos.bne.es/resource/XX821379","http://viaf.org/viaf/305116480"
"http://datos.bne.es/resource/XX821382","http://viaf.org/viaf/43567838"
"http://datos.bne.es/resource/XX821394","http://viaf.org/viaf/44075440"
"http://datos.bne.es/resource/XX821395","http://viaf.org/viaf/59157343"
"http://datos.bne.es/resource/XX821401","http://viaf.org/viaf/87607865"
"http://datos.bne.es/resource/XX821402","http://viaf.org/viaf/87607877"
"http://datos.bne.es/resource/XX821405","http://viaf.org/viaf/32113103"
"http://datos.bne.es/resource/XX821423","http://viaf.org/viaf/62833772"
"http://datos.bne.es/resource/XX821436","http://viaf.org/viaf/87607947"
"http://datos.bne.es/resource/XX821443","http://viaf.org/viaf/120718705"
"http://datos.bne.es/resource/XX821451","http://viaf.org/viaf/112062695"
"http://datos.bne.es/resource/XX821463","http://viaf.org/viaf/87607999"
"http://datos.bne.es/resource/XX821472","http://viaf.org/viaf/87608030"
"http://datos.bne.es/resource/XX821482","http://viaf.org/viaf/100250555"
"http://datos.bne.es/resource/XX821493","http://viaf.org/viaf/22410163"
"http://datos.bne.es/resource/XX821495","http://viaf.org/viaf/87608069"
"http://datos.bne.es/resource/XX821496","http://viaf.org/viaf/87608076"
"http://datos.bne.es/resource/XX821497","http://viaf.org/viaf/69030302"
"http://datos.bne.es/resource/XX821509","http://viaf.org/viaf/51774795"
"http://datos.bne.es/resource/XX821511","http://viaf.org/viaf/95035570"
"http://datos.bne.es/resource/XX821529","http://viaf.org/viaf/87608146"
"http://datos.bne.es/resource/XX821531","http://viaf.org/viaf/32072573"
"http://datos.bne.es/resource/XX821536","http://viaf.org/viaf/87608151"
"http://datos.bne.es/resource/XX821540","http://viaf.org/viaf/87608167"
"http://datos.bne.es/resource/XX821545","http://viaf.org/viaf/87608198"
"http://datos.bne.es/resource/XX821553","http://viaf.org/viaf/87608200"
"http://datos.bne.es/resource/XX821559","http://viaf.org/viaf/4596327"
"http://datos.bne.es/resource/XX821560","http://viaf.org/viaf/169160674"
"http://datos.bne.es/resource/XX821568","http://viaf.org/viaf/87608244"
"http://datos.bne.es/resource/XX821571","http://viaf.org/viaf/51772230"
"http://datos.bne.es/resource/XX821572","http://viaf.org/viaf/78658505"
"http://datos.bne.es/resource/XX821578","http://viaf.org/viaf/19953110"
"http://datos.bne.es/resource/XX821580","http://viaf.org/viaf/3097041"
"http://datos.bne.es/resource/XX821585","http://viaf.org/viaf/87608318"
"http://datos.bne.es/resource/XX821586","http://viaf.org/viaf/87608325"
"http://datos.bne.es/resource/XX821592","http://viaf.org/viaf/87608339"
"http://datos.bne.es/resource/XX821594","http://viaf.org/viaf/87608341"
"http://datos.bne.es/resource/XX821596","http://viaf.org/viaf/64154656"
"http://datos.bne.es/resource/XX821600","http://viaf.org/viaf/87608356"
"http://datos.bne.es/resource/XX821601","http://viaf.org/viaf/33296826"
"http://datos.bne.es/resource/XX821605","http://viaf.org/viaf/25847101"
"http://datos.bne.es/resource/XX821611","http://viaf.org/viaf/87608373"
"http://datos.bne.es/resource/XX821630","http://viaf.org/viaf/87608394"
"http://datos.bne.es/resource/XX821637","http://viaf.org/viaf/87608409"
"http://datos.bne.es/resource/XX821642","http://viaf.org/viaf/42647731"
"http://datos.bne.es/resource/XX821660","http://viaf.org/viaf/87608445"
"http://datos.bne.es/resource/XX821670","http://viaf.org/viaf/68167956"
"http://datos.bne.es/resource/XX821674","http://viaf.org/viaf/24661822"
"http://datos.bne.es/resource/XX821675","http://viaf.org/viaf/87608506"
"http://datos.bne.es/resource/XX821694","http://viaf.org/viaf/66045126"
"http://datos.bne.es/resource/XX821698","http://viaf.org/viaf/76570303"
"http://datos.bne.es/resource/XX821699","http://viaf.org/viaf/107009797"
"http://datos.bne.es/resource/XX821700","http://viaf.org/viaf/87608552"
"http://datos.bne.es/resource/XX821701","http://viaf.org/viaf/111894442"
"http://datos.bne.es/resource/XX821714","http://viaf.org/viaf/169672075"
"http://datos.bne.es/resource/XX821716","http://viaf.org/viaf/107543297"
"http://datos.bne.es/resource/XX821719","http://viaf.org/viaf/75602384"
"http://datos.bne.es/resource/XX821728","http://viaf.org/viaf/87608599"
"http://datos.bne.es/resource/XX821730","http://viaf.org/viaf/65533024"
"http://datos.bne.es/resource/XX821733","http://viaf.org/viaf/87608608"
"http://datos.bne.es/resource/XX821743","http://viaf.org/viaf/64907347"
"http://datos.bne.es/resource/XX821748","http://viaf.org/viaf/87608631"
"http://datos.bne.es/resource/XX821749","http://viaf.org/viaf/71462174"
"http://datos.bne.es/resource/XX821756","http://viaf.org/viaf/3920963"
"http://datos.bne.es/resource/XX821759","http://viaf.org/viaf/28964603"
"http://datos.bne.es/resource/XX821760","http://viaf.org/viaf/56656629"
"http://datos.bne.es/resource/XX821761","http://viaf.org/viaf/87608654"
"http://datos.bne.es/resource/XX821762","http://viaf.org/viaf/87608665"
"http://datos.bne.es/resource/XX821763","http://viaf.org/viaf/9918212"
"http://datos.bne.es/resource/XX821773","http://viaf.org/viaf/31081928"
"http://datos.bne.es/resource/XX821781","http://viaf.org/viaf/42027133"
"http://datos.bne.es/resource/XX821783","http://viaf.org/viaf/15437963"
"http://datos.bne.es/resource/XX821794","http://viaf.org/viaf/76324307"
"http://datos.bne.es/resource/XX821804","http://viaf.org/viaf/87608762"
"http://datos.bne.es/resource/XX821805","http://viaf.org/viaf/87608770"
"http://datos.bne.es/resource/XX821808","http://viaf.org/viaf/50444779"
"http://datos.bne.es/resource/XX821814","http://viaf.org/viaf/87608789"
"http://datos.bne.es/resource/XX821817","http://viaf.org/viaf/76552337"
"http://datos.bne.es/resource/XX821826","http://viaf.org/viaf/250832654"
"http://datos.bne.es/resource/XX821828","http://viaf.org/viaf/87608817"
"http://datos.bne.es/resource/XX821829","http://viaf.org/viaf/100169398"
"http://datos.bne.es/resource/XX821839","http://viaf.org/viaf/87608840"
"http://datos.bne.es/resource/XX821844","http://viaf.org/viaf/87608872"
"http://datos.bne.es/resource/XX821846","http://viaf.org/viaf/99926494"
"http://datos.bne.es/resource/XX821853","http://viaf.org/viaf/47682583"
"http://datos.bne.es/resource/XX821856","http://viaf.org/viaf/87608919"
"http://datos.bne.es/resource/XX821862","http://viaf.org/viaf/55886074"
"http://datos.bne.es/resource/XX821864","http://viaf.org/viaf/87608935"
"http://datos.bne.es/resource/XX821865","http://viaf.org/viaf/87608942"
"http://datos.bne.es/resource/XX821867","http://viaf.org/viaf/87608957"
"http://datos.bne.es/resource/XX821868","http://viaf.org/viaf/99530301"
"http://datos.bne.es/resource/XX821870","http://viaf.org/viaf/35068962"
"http://datos.bne.es/resource/XX821880","http://viaf.org/viaf/110572828"
"http://datos.bne.es/resource/XX821882","http://viaf.org/viaf/61675567"
"http://datos.bne.es/resource/XX821887","http://viaf.org/viaf/307164424"
"http://datos.bne.es/resource/XX821889","http://viaf.org/viaf/87609004"
"http://datos.bne.es/resource/XX821893","http://viaf.org/viaf/107009824"
"http://datos.bne.es/resource/XX821903","http://viaf.org/viaf/49483018"
"http://datos.bne.es/resource/XX821905","http://viaf.org/viaf/36914828"
"http://datos.bne.es/resource/XX821909","http://viaf.org/viaf/87609058"
"http://datos.bne.es/resource/XX821921","http://viaf.org/viaf/46805403"
"http://datos.bne.es/resource/XX821927","http://viaf.org/viaf/65752625"
"http://datos.bne.es/resource/XX821934","http://viaf.org/viaf/172634518"
"http://datos.bne.es/resource/XX821947","http://viaf.org/viaf/87609155"
"http://datos.bne.es/resource/XX821949","http://viaf.org/viaf/34837281"
"http://datos.bne.es/resource/XX821961","http://viaf.org/viaf/76571466"
"http://datos.bne.es/resource/XX821962","http://viaf.org/viaf/87609206"
"http://datos.bne.es/resource/XX821963","http://viaf.org/viaf/87609210"
"http://datos.bne.es/resource/XX821975","http://viaf.org/viaf/87609268"
"http://datos.bne.es/resource/XX821978","http://viaf.org/viaf/87609275"
"http://datos.bne.es/resource/XX821983","http://viaf.org/viaf/63824057"
"http://datos.bne.es/resource/XX821989","http://viaf.org/viaf/87609309"
"http://datos.bne.es/resource/XX821990","http://viaf.org/viaf/87609313"
"http://datos.bne.es/resource/XX821999","http://viaf.org/viaf/87609332"
"http://datos.bne.es/resource/XX822000","http://viaf.org/viaf/19738654"
"http://datos.bne.es/resource/XX822001","http://viaf.org/viaf/87609345"
"http://datos.bne.es/resource/XX822005","http://viaf.org/viaf/87609366"
"http://datos.bne.es/resource/XX822006","http://viaf.org/viaf/87609378"
"http://datos.bne.es/resource/XX822008","http://viaf.org/viaf/87609384"
"http://datos.bne.es/resource/XX822009","http://viaf.org/viaf/78027009"
"http://datos.bne.es/resource/XX822017","http://viaf.org/viaf/108192"
"http://datos.bne.es/resource/XX822019","http://viaf.org/viaf/87609397"
"http://datos.bne.es/resource/XX822028","http://viaf.org/viaf/56628864"
"http://datos.bne.es/resource/XX822029","http://viaf.org/viaf/87609425"
"http://datos.bne.es/resource/XX822033","http://viaf.org/viaf/87609441"
"http://datos.bne.es/resource/XX822045","http://viaf.org/viaf/87609473"
"http://datos.bne.es/resource/XX822049","http://viaf.org/viaf/87609487"
"http://datos.bne.es/resource/XX822059","http://viaf.org/viaf/87609528"
"http://datos.bne.es/resource/XX822060","http://viaf.org/viaf/87609537"
"http://datos.bne.es/resource/XX822068","http://viaf.org/viaf/87609563"
"http://datos.bne.es/resource/XX822074","http://viaf.org/viaf/85850760"
"http://datos.bne.es/resource/XX822084","http://viaf.org/viaf/87609592"
"http://datos.bne.es/resource/XX822086","http://viaf.org/viaf/68967180"
"http://datos.bne.es/resource/XX822090","http://viaf.org/viaf/34123871"
"http://datos.bne.es/resource/XX822091","http://viaf.org/viaf/20899211"
"http://datos.bne.es/resource/XX822096","http://viaf.org/viaf/29673443"
"http://datos.bne.es/resource/XX822105","http://viaf.org/viaf/77839266"
"http://datos.bne.es/resource/XX822106","http://viaf.org/viaf/53477561"
"http://datos.bne.es/resource/XX822112","http://viaf.org/viaf/51824216"
"http://datos.bne.es/resource/XX822113","http://viaf.org/viaf/36944861"
"http://datos.bne.es/resource/XX822114","http://viaf.org/viaf/76455202"
"http://datos.bne.es/resource/XX822117","http://viaf.org/viaf/54148415"
"http://datos.bne.es/resource/XX822118","http://viaf.org/viaf/87609657"
"http://datos.bne.es/resource/XX822120","http://viaf.org/viaf/87609661"
"http://datos.bne.es/resource/XX822122","http://viaf.org/viaf/87609688"
"http://datos.bne.es/resource/XX822126","http://viaf.org/viaf/36200310"
"http://datos.bne.es/resource/XX822127","http://viaf.org/viaf/36517838"
"http://datos.bne.es/resource/XX822130","http://viaf.org/viaf/87609707"
"http://datos.bne.es/resource/XX822133","http://viaf.org/viaf/87609711"
"http://datos.bne.es/resource/XX822140","http://viaf.org/viaf/200769405"
"http://datos.bne.es/resource/XX822148","http://viaf.org/viaf/14009129"
"http://datos.bne.es/resource/XX822149","http://viaf.org/viaf/6397707"
"http://datos.bne.es/resource/XX822160","http://viaf.org/viaf/87609776"
"http://datos.bne.es/resource/XX822163","http://viaf.org/viaf/60780210"
"http://datos.bne.es/resource/XX822167","http://viaf.org/viaf/87609795"
"http://datos.bne.es/resource/XX822173","http://viaf.org/viaf/87609805"
"http://datos.bne.es/resource/XX822185","http://viaf.org/viaf/54430368"
"http://datos.bne.es/resource/XX822190","http://viaf.org/viaf/33344054"
"http://datos.bne.es/resource/XX822199","http://viaf.org/viaf/87609867"
"http://datos.bne.es/resource/XX822200","http://viaf.org/viaf/109037440"
"http://datos.bne.es/resource/XX822208","http://viaf.org/viaf/87609920"
"http://datos.bne.es/resource/XX822219","http://viaf.org/viaf/87609965"
"http://datos.bne.es/resource/XX822223","http://viaf.org/viaf/87609983"
"http://datos.bne.es/resource/XX822227","http://viaf.org/viaf/40629398"
"http://datos.bne.es/resource/XX822228","http://viaf.org/viaf/75924157"
"http://datos.bne.es/resource/XX822230","http://viaf.org/viaf/53491083"
"http://datos.bne.es/resource/XX822233","http://viaf.org/viaf/87610013"
"http://datos.bne.es/resource/XX822241","http://viaf.org/viaf/87610032"
"http://datos.bne.es/resource/XX822253","http://viaf.org/viaf/45483837"
"http://datos.bne.es/resource/XX822271","http://viaf.org/viaf/87610148"
"http://datos.bne.es/resource/XX822273","http://viaf.org/viaf/87610169"
"http://datos.bne.es/resource/XX822278","http://viaf.org/viaf/87610182"
"http://datos.bne.es/resource/XX822282","http://viaf.org/viaf/38557369"
"http://datos.bne.es/resource/XX822286","http://viaf.org/viaf/87610225"
"http://datos.bne.es/resource/XX822287","http://viaf.org/viaf/14784059"
"http://datos.bne.es/resource/XX822305","http://viaf.org/viaf/87610273"
"http://datos.bne.es/resource/XX822306","http://viaf.org/viaf/76118"
"http://datos.bne.es/resource/XX822308","http://viaf.org/viaf/87610287"
"http://datos.bne.es/resource/XX822310","http://viaf.org/viaf/53464075"
"http://datos.bne.es/resource/XX822315","http://viaf.org/viaf/56660661"
"http://datos.bne.es/resource/XX822320","http://viaf.org/viaf/41054581"
"http://datos.bne.es/resource/XX822324","http://viaf.org/viaf/87610315"
"http://datos.bne.es/resource/XX822325","http://viaf.org/viaf/3948148"
"http://datos.bne.es/resource/XX822326","http://viaf.org/viaf/27213512"
"http://datos.bne.es/resource/XX822328","http://viaf.org/viaf/87610327"
"http://datos.bne.es/resource/XX822336","http://viaf.org/viaf/87610370"
"http://datos.bne.es/resource/XX822338","http://viaf.org/viaf/73926126"
"http://datos.bne.es/resource/XX822339","http://viaf.org/viaf/87610389"
"http://datos.bne.es/resource/XX822346","http://viaf.org/viaf/17094697"
"http://datos.bne.es/resource/XX822352","http://viaf.org/viaf/73982249"
"http://datos.bne.es/resource/XX822354","http://viaf.org/viaf/87610406"
"http://datos.bne.es/resource/XX822369","http://viaf.org/viaf/107009869"
"http://datos.bne.es/resource/XX822370","http://viaf.org/viaf/87610452"
"http://datos.bne.es/resource/XX822372","http://viaf.org/viaf/307164429"
"http://datos.bne.es/resource/XX822374","http://viaf.org/viaf/87610475"
"http://datos.bne.es/resource/XX822376","http://viaf.org/viaf/169093870"
"http://datos.bne.es/resource/XX822381","http://viaf.org/viaf/87610499"
"http://datos.bne.es/resource/XX822382","http://viaf.org/viaf/54078030"
"http://datos.bne.es/resource/XX822384","http://viaf.org/viaf/24926147"
"http://datos.bne.es/resource/XX822392","http://viaf.org/viaf/1295420"
"http://datos.bne.es/resource/XX822393","http://viaf.org/viaf/56620604"
"http://datos.bne.es/resource/XX822402","http://viaf.org/viaf/77711928"
"http://datos.bne.es/resource/XX822403","http://viaf.org/viaf/87610549"
"http://datos.bne.es/resource/XX822418","http://viaf.org/viaf/60298690"
"http://datos.bne.es/resource/XX822419","http://viaf.org/viaf/108178290"
"http://datos.bne.es/resource/XX822420","http://viaf.org/viaf/87610577"
"http://datos.bne.es/resource/XX822422","http://viaf.org/viaf/73815433"
"http://datos.bne.es/resource/XX822427","http://viaf.org/viaf/9630874"
"http://datos.bne.es/resource/XX822428","http://viaf.org/viaf/87610605"
"http://datos.bne.es/resource/XX822429","http://viaf.org/viaf/87610614"
"http://datos.bne.es/resource/XX822431","http://viaf.org/viaf/43256154"
"http://datos.bne.es/resource/XX822454","http://viaf.org/viaf/64184197"
"http://datos.bne.es/resource/XX822456","http://viaf.org/viaf/63250339"
"http://datos.bne.es/resource/XX822466","http://viaf.org/viaf/87610738"
"http://datos.bne.es/resource/XX822471","http://viaf.org/viaf/87610755"
"http://datos.bne.es/resource/XX822472","http://viaf.org/viaf/64112415"
"http://datos.bne.es/resource/XX822474","http://viaf.org/viaf/41966688"
"http://datos.bne.es/resource/XX822475","http://viaf.org/viaf/87610786"
"http://datos.bne.es/resource/XX822480","http://viaf.org/viaf/87610826"
"http://datos.bne.es/resource/XX822481","http://viaf.org/viaf/87610835"
"http://datos.bne.es/resource/XX822487","http://viaf.org/viaf/12395917"
"http://datos.bne.es/resource/XX822490","http://viaf.org/viaf/87610857"
"http://datos.bne.es/resource/XX822496","http://viaf.org/viaf/33697147"
"http://datos.bne.es/resource/XX822506","http://viaf.org/viaf/87610900"
"http://datos.bne.es/resource/XX822516","http://viaf.org/viaf/57892623"
"http://datos.bne.es/resource/XX822531","http://viaf.org/viaf/20868220"
"http://datos.bne.es/resource/XX822533","http://viaf.org/viaf/87610985"
"http://datos.bne.es/resource/XX822536","http://viaf.org/viaf/87611008"
"http://datos.bne.es/resource/XX822542","http://viaf.org/viaf/87611020"
"http://datos.bne.es/resource/XX822546","http://viaf.org/viaf/64587844"
"http://datos.bne.es/resource/XX822576","http://viaf.org/viaf/19697287"
"http://datos.bne.es/resource/XX822578","http://viaf.org/viaf/87611123"
"http://datos.bne.es/resource/XX822599","http://viaf.org/viaf/87611199"
"http://datos.bne.es/resource/XX822610","http://viaf.org/viaf/26150225"
"http://datos.bne.es/resource/XX822630","http://viaf.org/viaf/87611293"
"http://datos.bne.es/resource/XX822633","http://viaf.org/viaf/87611319"
"http://datos.bne.es/resource/XX822641","http://viaf.org/viaf/87611357"
"http://datos.bne.es/resource/XX822646","http://viaf.org/viaf/87611361"
"http://datos.bne.es/resource/XX822648","http://viaf.org/viaf/87611374"
"http://datos.bne.es/resource/XX822649","http://viaf.org/viaf/87611388"
"http://datos.bne.es/resource/XX822653","http://viaf.org/viaf/9955296"
"http://datos.bne.es/resource/XX822654","http://viaf.org/viaf/115492846"
"http://datos.bne.es/resource/XX822658","http://viaf.org/viaf/55475361"
"http://datos.bne.es/resource/XX822669","http://viaf.org/viaf/87611433"
"http://datos.bne.es/resource/XX822680","http://viaf.org/viaf/58074142"
"http://datos.bne.es/resource/XX822693","http://viaf.org/viaf/53423663"
"http://datos.bne.es/resource/XX822698","http://viaf.org/viaf/29551426"
"http://datos.bne.es/resource/XX822707","http://viaf.org/viaf/87611553"
"http://datos.bne.es/resource/XX822710","http://viaf.org/viaf/87611569"
"http://datos.bne.es/resource/XX822711","http://viaf.org/viaf/87611576"
"http://datos.bne.es/resource/XX822715","http://viaf.org/viaf/87611595"
"http://datos.bne.es/resource/XX822727","http://viaf.org/viaf/85414631"
"http://datos.bne.es/resource/XX822728","http://viaf.org/viaf/110561001"
"http://datos.bne.es/resource/XX822729","http://viaf.org/viaf/107009876"
"http://datos.bne.es/resource/XX822730","http://viaf.org/viaf/61455786"
"http://datos.bne.es/resource/XX822731","http://viaf.org/viaf/87611666"
"http://datos.bne.es/resource/XX822733","http://viaf.org/viaf/87611678"
"http://datos.bne.es/resource/XX822741","http://viaf.org/viaf/87611700"
"http://datos.bne.es/resource/XX822748","http://viaf.org/viaf/19227134"
"http://datos.bne.es/resource/XX822750","http://viaf.org/viaf/75244375"
"http://datos.bne.es/resource/XX822756","http://viaf.org/viaf/87611763"
"http://datos.bne.es/resource/XX822770","http://viaf.org/viaf/87611771"
"http://datos.bne.es/resource/XX822772","http://viaf.org/viaf/87611785"
"http://datos.bne.es/resource/XX822778","http://viaf.org/viaf/29723302"
"http://datos.bne.es/resource/XX822784","http://viaf.org/viaf/51881999"
"http://datos.bne.es/resource/XX822785","http://viaf.org/viaf/87611818"
"http://datos.bne.es/resource/XX822789","http://viaf.org/viaf/66543248"
"http://datos.bne.es/resource/XX822798","http://viaf.org/viaf/87611856"
"http://datos.bne.es/resource/XX822805","http://viaf.org/viaf/23863888"
"http://datos.bne.es/resource/XX822816","http://viaf.org/viaf/87611958"
"http://datos.bne.es/resource/XX822821","http://viaf.org/viaf/100215728"
"http://datos.bne.es/resource/XX822828","http://viaf.org/viaf/148406224"
"http://datos.bne.es/resource/XX822831","http://viaf.org/viaf/87612001"
"http://datos.bne.es/resource/XX822833","http://viaf.org/viaf/87612017"
"http://datos.bne.es/resource/XX822834","http://viaf.org/viaf/87612029"
"http://datos.bne.es/resource/XX822839","http://viaf.org/viaf/45562192"
"http://datos.bne.es/resource/XX822842","http://viaf.org/viaf/87612055"
"http://datos.bne.es/resource/XX822847","http://viaf.org/viaf/90705116"
"http://datos.bne.es/resource/XX822848","http://viaf.org/viaf/87612064"
"http://datos.bne.es/resource/XX822849","http://viaf.org/viaf/87612072"
"http://datos.bne.es/resource/XX822854","http://viaf.org/viaf/107009895"
"http://datos.bne.es/resource/XX822857","http://viaf.org/viaf/5124018"
"http://datos.bne.es/resource/XX822858","http://viaf.org/viaf/87612093"
"http://datos.bne.es/resource/XX822862","http://viaf.org/viaf/76419713"
"http://datos.bne.es/resource/XX822865","http://viaf.org/viaf/19718816"
"http://datos.bne.es/resource/XX822872","http://viaf.org/viaf/87612119"
"http://datos.bne.es/resource/XX822878","http://viaf.org/viaf/87612157"
"http://datos.bne.es/resource/XX822880","http://viaf.org/viaf/100221048"
"http://datos.bne.es/resource/XX822884","http://viaf.org/viaf/87612174"
"http://datos.bne.es/resource/XX822894","http://viaf.org/viaf/87612212"
